VALUE,EVT_Name,LFRDB,EVT_Fuel,EVT_Fuel_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,r,g,b,Red,Green,Blue
9092,Edwards Plateau Floodplain Terrace Forest and Woodland,9092,2529,Tr Edwards Plateau Floodplain Terrace,Tree,666,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy,6,53,122,0.02352900000,0.20784300000,0.47843100000
9593,Edwards Plateau Floodplain Terrace Herbaceous,9092,2529,Tr Edwards Plateau Floodplain Terrace,Herb,666,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,6,53,122,0.02352900000,0.20784300000,0.47843100000
9592,Edwards Plateau Floodplain Terrace Shrubland,9092,2529,Tr Edwards Plateau Floodplain Terrace,Shrub,666,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,6,53,122,0.02352900000,0.20784300000,0.47843100000
9295,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,9088,2544,Tr Boreal Jack Pine-Black Spruce-Hardwood Forest,Tree,676,Conifer-Hardwood,Jack Pine Forest,SAF 1: Jack Pine,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,174,245,224,0.68235300000,0.96078400000,0.87843100000
7545,East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,7454,2545,Tr East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,Tree,684,Riparian,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.45490200000,0.83921600000,0.80000000000
7546,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,7372,2546,Tr East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.45490200000,0.83921600000,0.74509800000
7547,Central Florida Pine Wet Flatwoods,7453,2547,Tr Central Florida Pine Wet Flatwoods,Tree,684,Riparian,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.45490200000,0.83921600000,0.80000000000
7548,South Florida Pine Wet Flatwoods,7446,2548,Tr South Florida Pine Wet Flatwoods,Tree,684,Riparian,Pine Flatwoods,SRM 811: South Florida Flatwoods,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.45490200000,0.83921600000,0.80000000000
9229,Southeastern Coastal Plain Natural Lakeshore,9229,2549,Tr Southeastern Coastal Plain Natural Lakeshore,Tree,657,Hardwood,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,91,195,199,0.35686300000,0.76470600000,0.78039200000
7556,Central Appalachian Oak Rocky Woodland,7377,2556,Tr Central Appalachian Rocky Oak Woodland,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,13,69,133,0.05098000000,0.27058800000,0.52156900000
7557,Central Appalachian Pine-Oak Rocky Woodland,7377,2557,Tr Central Appalachian Rocky Pine-Oak Woodland,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,13,69,133,0.05098000000,0.27058800000,0.52156900000
9611,Laurentian Acidic Rocky Outcrop Shrubland,9111,2559,Tr Laurentian Acidic Rocky Outcrop,Shrub,676,Conifer,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,174,245,224,0.68235300000,0.96078400000,0.87843100000
9111,Laurentian Acidic Rocky Outcrop Woodland,9111,2559,Tr Laurentian Acidic Rocky Outcrop,Tree,676,Conifer,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,174,245,224,0.68235300000,0.96078400000,0.87843100000
9181,North-Central Interior Quartzite Glade,9181,2560,Tr North-Central Interior Quartzite Glade,Tree,670,Conifer-Hardwood,Glades and Barrens,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.33333300000,0.73333300000,0.76078400000
9825,Great Plains Comanchian Ruderal Grassland,9325,2561,Sh Great Plains Comanchian Ruderal Grassland & Shrubland,Herb,703,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,105,46,1.00000000000,0.41176500000,0.18039200000
9325,Great Plains Comanchian Ruderal Shrubland,9325,2561,Sh Great Plains Comanchian Ruderal Grassland & Shrubland,Shrub,706,Shrubland,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,105,46,1.00000000000,0.41176500000,0.18039200000
9312,Northeastern North American Temperate Forest Plantation,9312,2562,Tr Northeastern North American Temperate Forest Plantation,Tree,731,Conifer,Managed Tree Plantation,LF 61: Managed Tree Plantation,Tree-dominated,Open Tree Canopy,Mixed evergreen-deciduous open tree canopy,158,67,14,0.61960800000,0.26274500000,0.05490200000
9313,Northern & Central Exotic Ruderal Forest,9313,2564,Tr Northern & Central Exotic Ruderal Forest,Tree,707,Exotic Tree-Shrub,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,255,105,46,1.00000000000,0.41176500000,0.18039200000
9314,Northern & Central Native Ruderal Flooded & Swamp Forest,9314,2565,Tr Northern & Central Native Ruderal Flooded & Swamp Forest,Tree,740,Conifer-Hardwood,Ruderal Forest,LF 53: Ruderal Forest,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,255,105,46,1.00000000000,0.41176500000,0.18039200000
9315,Northern & Central Native Ruderal Forest,9315,2566,Tr Northern & Central Native Ruderal Forest,Tree,740,Conifer-Hardwood,Ruderal Forest,LF 53: Ruderal Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,105,46,1.00000000000,0.41176500000,0.18039200000
9816,Northern & Central Plains Ruderal & Planted Grassland,9316,2567,Sh Northern & Central Plains Ruderal & Planted Grassland & Shrubland,Herb,703,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,105,46,1.00000000000,0.41176500000,0.18039200000
9316,Northern & Central Plains Ruderal & Planted Shrubland,9316,2567,Sh Northern & Central Plains Ruderal & Planted Grassland & Shrubland,Shrub,706,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Deciduous shrubland,255,105,46,1.00000000000,0.41176500000,0.18039200000
9817,Northern & Central Ruderal Meadow,9317,2568,Sh Northern & Central Ruderal Meadow & Shrubland,Herb,703,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,105,46,1.00000000000,0.41176500000,0.18039200000
9317,Northern & Central Ruderal Shrubland,9317,2568,Sh Northern & Central Ruderal Meadow & Shrubland,Shrub,706,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Deciduous shrubland,255,105,46,1.00000000000,0.41176500000,0.18039200000
9318,Northern & Central Ruderal Wet Meadow & Marsh,9318,2569,He Northern & Central Ruderal Wet Meadow & Marsh,Herb,709,Riparian,Introduced Herbaceous Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,105,46,1.00000000000,0.41176500000,0.18039200000
9332,Southeastern Exotic Ruderal Flooded & Swamp Forest,9332,2570,Tr Southeastern Exotic Ruderal Flooded & Swamp Forest,Tree,708,Riparian,Introduced Woody Wetland Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,132,168,0.00000000000,0.51764700000,0.65882400000
9319,Southeastern Exotic Ruderal Forest,9319,2571,Tr Southeastern Exotic Ruderal Forest,Tree,707,Exotic Tree-Shrub,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,105,46,1.00000000000,0.41176500000,0.18039200000
9320,Southeastern Native Ruderal Flooded & Swamp Forest,9320,2572,Tr Southeastern Native Ruderal Flooded & Swamp Forest,Tree,708,Riparian,Introduced Woody Wetland Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,132,168,0.00000000000,0.51764700000,0.65882400000
9321,Southeastern Native Ruderal Forest,9321,2573,Tr Southeastern Native Ruderal Forest,Tree,707,Exotic Tree-Shrub,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,105,46,1.00000000000,0.41176500000,0.18039200000
9322,Southeastern North American Temperate Forest Plantation,9322,2574,Tr Southeastern North American Temperate Forest Plantation,Tree,731,Conifer,Managed Tree Plantation,LF 61: Managed Tree Plantation,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,158,67,14,0.61960800000,0.26274500000,0.05490200000
9823,Southeastern Ruderal Grassland,9323,2575,Sh Southeastern Ruderal Grassland & Shrubland,Herb,703,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,105,46,1.00000000000,0.41176500000,0.18039200000
9323,Southeastern Ruderal Shrubland,9323,2575,Sh Southeastern Ruderal Grassland & Shrubland,Shrub,706,Shrubland,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,105,46,1.00000000000,0.41176500000,0.18039200000
9324,Southeastern Ruderal Wet Meadow & Marsh,9324,2576,He Southeastern Ruderal Wet Meadow & Marsh,Herb,742,Ruderal Wet Meadow and Marsh,Introduced Herbaceous Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,105,46,1.00000000000,0.41176500000,0.18039200000
9233,Southern and Central Appalachian Mafic Glade and Barrens,9233,2577,Tr Southern and Central Appalachian Mafic Glade and Barrens,Tree,670,Conifer-Hardwood,Glades and Barrens,SAF 46: Eastern Redcedar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,38,115,0.00000000000,0.14902000000,0.45098000000
9260,Southern Ridge and Valley Calcareous Glade and Woodland,9260,2578,Tr Southern Ridge and Valley Calcareous Glade and Woodland,Tree,670,Conifer-Hardwood,Glades and Barrens,SAF 46: Eastern Redcedar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,38,115,0.00000000000,0.14902000000,0.45098000000
9190,Northern Atlantic Coastal Plain Calcareous Ravine,9190,2580,Tr Northern Atlantic Coastal Plain Calcareous Ravine,Tree,668,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9208,Panhandle Florida Limestone Glade,9208,2581,Tr Panhandle Florida Limestone Glade,Tree,670,Conifer-Hardwood,Glades and Barrens,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,116,214,204,0.45490200000,0.83921600000,0.80000000000
7582,Ozark-Ouachita Oak Forest and Woodland,7367,2582,Tr Ozark-Ouachita Oak Forest and Woodland,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.45490200000,0.83921600000,0.74509800000
7583,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,7367,2583,Tr Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.45490200000,0.83921600000,0.74509800000
7584,West Gulf Coastal Plain Hardwood Forest,7371,2584,Tr West Gulf Coastal Plain Hardwood Forest,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
7585,West Gulf Coastal Plain Pine-Hardwood Forest,7371,2585,Tr West Gulf Coastal Plain Pine-Hardwood Forest,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
7586,West Gulf Coastal Plain Sandhill Oak Forest and Woodland,7378,2586,Tr West Gulf Coastal Plain Sandhill Oak Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.45490200000,0.83921600000,0.74509800000
7587,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,7378,2587,Tr West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.45490200000,0.83921600000,0.74509800000
7588,East Gulf Coastal Plain Southern Hardwood Flatwoods,7455,2588,Tr East Gulf Coastal Plain Southern Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,100,204,206,0.39215700000,0.80000000000,0.80784300000
7589,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,7455,2589,Tr East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,100,204,206,0.39215700000,0.80000000000,0.80784300000
7590,West Gulf Coastal Plain Hardwood Flatwoods,7458,2590,Tr West Gulf Coastal Plain Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
7591,West Gulf Coastal Plain Pine-Hardwood Flatwoods,7458,2591,Tr West Gulf Coastal Plain Pine-Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9993,West Gulf Coastal Plain Flatwoods Pond,9993,2592,He West Gulf Coastal Plain Flatwoods Pond,Herb,675,Riparian,Inland Marshes and Prairies,LF 70: Gulf Coastal Plain Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.00000000000,0.60000000000,0.00000000000
9077,East Gulf Coastal Plain Depression Pondshore,9077,2593,He East Gulf Coastal Plain Depression Pondshore,Herb,650,Riparian,Depressional Wetland,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.00000000000,0.60000000000,0.00000000000
9228,Southeastern Coastal Plain Interdunal Wetland,9228,2594,He Southeastern Coastal Plain Interdunal Wetland,Herb,675,Riparian,Inland Marshes and Prairies,LF 70: Gulf Coastal Plain Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.00000000000,0.60000000000,0.00000000000
9250,Southern Coastal Plain Oak Dome and Hammock,9250,2595,Tr Southern Coastal Plain Oak Dome and Hammock,Tree,658,Hardwood,Coastal Plain Oak Forest,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.56862700000,1.00000000000,0.45098000000
9098,Florida River Floodplain Marsh,9098,2596,He Florida River Floodplain Marsh,Herb,675,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.00000000000,0.60000000000,0.00000000000
9994,West Gulf Coastal Plain Herbaceous Seep and Bog,9994,2597,He West Gulf Coastal Plain Herbaceous Seep and Bog,Herb,675,Riparian,Inland Marshes and Prairies,LF 70: Gulf Coastal Plain Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.00000000000,0.60000000000,0.00000000000
9239,Southern Atlantic Coastal Plain Depression Pondshore,9239,2598,He Southern Atlantic Coastal Plain Depression Pondshore,Herb,650,Riparian,Depressional Wetland,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.00000000000,0.60000000000,0.00000000000
9063,Central Florida Wet Prairie and Herbaceous Seep,9063,2599,He Central Florida Wet Prairie and Herbaceous Seep,Herb,675,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1.00000000000,0.60000000000,0.00000000000
7662,Temperate Pacific Freshwater Emergent Marsh,7662,2662,He Temperate Pacific Freshwater Emergent Marsh,Herb,765,Riparian,Freshwater Marsh,SRM 909: Freshwater Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,153,0,1.00000000000,0.60000000000,0.00000000000
7663,North Pacific Shrub Swamp,7663,2663,Sh North Pacific Shrub Swamp,Shrub,774,Shrubland,Shrub Swamp,SRM 917: Tall Shrub Swamp,Shrub-dominated,Shrubland,Deciduous shrubland,166,76,17,0.65098000000,0.29803900000,0.06666700000
7668,Temperate Pacific Tidal Salt and Brackish Marsh,7668,2668,He Temperate Pacific Tidal Salt and Brackish Marsh,Herb,780,Riparian,Tidal Marsh,LF 50: Tidal Flats and Marshes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,153,10,1.00000000000,0.60000000000,0.03921600000
9304,Caribbean Forest Plantation,9304,2885,Tr Caribbean Forest Plantation,Tree,731,Conifer,Managed Tree Plantation,LF 61: Managed Tree Plantation,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,158,67,14,0.61960800000,0.26274500000,0.05490200000
7296,Developed-Low Intensity,7296,2902,Bau Developed-Low Intensity,Developed,22,Developed-Low Intensity,Developed-Low Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,255,122,143,1.00000000000,0.47843100000,0.56078400000
7297,Developed-Medium Intensity,7297,2903,Bau Developed-Medium Intensity,Developed,23,Developed-Medium Intensity,Developed-Medium Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,253,44,79,0.99215700000,0.17254900000,0.30980400000
7298,Developed-High Intensity,7298,2904,Bau Developed-High Intensity,Developed,24,Developed-High Intensity,Developed-High Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,173,0,28,0.67843100000,0.00000000000,0.10980400000
7299,Developed-Roads,7299,2905,Bau Developed-Roads,Developed,25,Developed-Roads,Developed-Roads,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,0,0,0,0.00000000000,0.00000000000,0.00000000000
7905,Eastern Cool Temperate Urban Deciduous Forest,7905,2913,Dtd Urban Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.43921600000,0.26666700000,0.53725500000
7915,Eastern Warm Temperate Urban Deciduous Forest,7915,2913,Dtd Urban Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.43921600000,0.26666700000,0.53725500000
7900,Western Cool Temperate Urban Deciduous Forest,7900,2913,Dtd Urban Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.43921600000,0.26666700000,0.53725500000
7910,Western Warm Temperate Urban Deciduous Forest,7910,2913,Dtd Urban Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.43921600000,0.26666700000,0.53725500000
7906,Eastern Cool Temperate Urban Evergreen Forest,7906,2914,Dtc Urban Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170,102,205,0.66666700000,0.40000000000,0.80392200000
7916,Eastern Warm Temperate Urban Evergreen Forest,7916,2914,Dtc Urban Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170,102,205,0.66666700000,0.40000000000,0.80392200000
7901,Western Cool Temperate Urban Evergreen Forest,7901,2914,Dtc Urban Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170,102,205,0.66666700000,0.40000000000,0.80392200000
7911,Western Warm Temperate Urban Evergreen Forest,7911,2914,Dtc Urban Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170,102,205,0.66666700000,0.40000000000,0.80392200000
7907,Eastern Cool Temperate Urban Mixed Forest,7907,2915,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194,158,215,0.76078400000,0.61960800000,0.84313700000
7917,Eastern Warm Temperate Urban Mixed Forest,7917,2915,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194,158,215,0.76078400000,0.61960800000,0.84313700000
7902,Western Cool Temperate Urban Mixed Forest,7902,2915,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194,158,215,0.76078400000,0.61960800000,0.84313700000
7912,Western Warm Temperate Urban Mixed Forest,7912,2915,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194,158,215,0.76078400000,0.61960800000,0.84313700000
7908,Eastern Cool Temperate Urban Herbaceous,7908,2916,Dgr Urban Herbaceous,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,202,122,245,0.79215700000,0.47843100000,0.96078400000
7918,Eastern Warm Temperate Urban Herbaceous,7918,2916,Dgr Urban Herbaceous,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,202,122,245,0.79215700000,0.47843100000,0.96078400000
7903,Western Cool Temperate Urban Herbaceous,7903,2916,Dgr Urban Herbaceous,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,202,122,245,0.79215700000,0.47843100000,0.96078400000
7913,Western Warm Temperate Urban Herbaceous,7913,2916,Dgr Urban Herbaceous,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,202,122,245,0.79215700000,0.47843100000,0.96078400000
7909,Eastern Cool Temperate Urban Shrubland,7909,2917,Dsh Urban Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207,171,215,0.81176500000,0.67058800000,0.84313700000
7919,Eastern Warm Temperate Urban Shrubland,7919,2917,Dsh Urban Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207,171,215,0.81176500000,0.67058800000,0.84313700000
7904,Western Cool Temperate Urban Shrubland,7904,2917,Dsh Urban Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207,171,215,0.81176500000,0.67058800000,0.84313700000
7914,Western Warm Temperate Urban Shrubland,7914,2917,Dsh Urban Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207,171,215,0.81176500000,0.67058800000,0.84313700000
7930,Eastern Cool Temperate Developed Ruderal Deciduous Forest,7930,2923,Dtd Developed Ruderal Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,64,61,168,0.25098000000,0.23921600000,0.65882400000
7935,Eastern Warm Temperate Developed Ruderal Deciduous Forest,7935,2923,Dtd Developed Ruderal Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,64,61,168,0.25098000000,0.23921600000,0.65882400000
7920,Western Cool Temperate Developed Ruderal Deciduous Forest,7920,2923,Dtd Developed Ruderal Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,64,61,168,0.25098000000,0.23921600000,0.65882400000
7925,Western Warm Temperate Developed Ruderal Deciduous Forest,7925,2923,Dtd Developed Ruderal Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,64,61,168,0.25098000000,0.23921600000,0.65882400000
