CLASSNAME,EVT_Fuel,EVT_Fuel_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,r,g,b,Red,Green,Blue,VALUE
Hawai'i Montane Cloud Forest,2809.000000,Tr Hawai'i Montane Cloud Forest,Tree,790,Hardwood,Hawai'i Rainforest,LF 73: Hawai'i Rainforest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,192.000000,255.000000,138.000000,0.752941,1.000000,0.541176,3809
Hawai'i Montane Rainforest,2810.000000,Tr Hawai'i Montane Rainforest,Tree,790,Hardwood,Hawai'i Rainforest,LF 73: Hawai'i Rainforest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,192.000000,255.000000,138.000000,0.752941,1.000000,0.541176,3810
Hawai'i Wet Cliff and Ridge Crest Shrubland,2811.000000,Sh Hawai'i Wet Cliff and Ridge Crest Shrubland,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,150.000000,58.000000,12.000000,0.588235,0.227451,0.047059,3811
Hawai'i Introduced Wetland Vegetation-Shrub,2837.000000,Sh Hawai'i Introduced Wetland Vegetation-Shrub,Shrub,708,Riparian,Introduced Woody Wetland Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255.000000,105.000000,46.000000,1.000000,0.411765,0.180392,3812
Hawai'i Lowland Dry Forest,2813.000000,Tr Hawai'i Lowland Dry Forest,Tree,791,Hardwood,Hawai'i Dry Forest,LF 74: Hawai'i Dry Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,186.000000,163.000000,119.000000,0.729412,0.639216,0.466667,3813
Hawai'i Lowland Mesic Forest,2814.000000,Tr Hawai'i Lowland Mesic Forest,Tree,792,Hardwood,Hawai'i Mesic Forest,LF 75: Hawai'i Mesic Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0.000000,92.000000,0.000000,0.000000,0.360784,0.000000,3814
Hawai'i Montane-Subalpine Dry Forest and Woodland,2815.000000,Tr Hawai'i Montane-Subalpine Dry Forest and Woodland,Tree,791,Hardwood,Hawai'i Dry Forest,LF 74: Hawai'i Dry Forest,Tree-dominated,Open tree canopy,Evergreen open tree canopy,186.000000,163.000000,119.000000,0.729412,0.639216,0.466667,3815
Hawai'i Montane-Subalpine Mesic Forest,2816.000000,Tr Hawai'i Montane-Subalpine Mesic Forest,Tree,792,Hardwood,Hawai'i Mesic Forest,LF 75: Hawai'i Mesic Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0.000000,92.000000,0.000000,0.000000,0.360784,0.000000,3816
Hawai'i Lowland Dry Shrubland,2817.000000,Sh Hawai'i Lowland Dry Shrubland,Shrub,793,Shrubland,Hawai'i Dry Shrubland,LF 77: Hawai'i Dry Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,156.000000,128.000000,92.000000,0.611765,0.501961,0.360784,3817
Hawai'i Lowland Mesic Shrubland,2818.000000,Sh Hawai'i Lowland Mesic Shrubland,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,150.000000,58.000000,12.000000,0.588235,0.227451,0.047059,3818
Hawai'i Lowland Dry Grassland,2819.000000,He Hawai'i Lowland Dry Grassland,Herb,795,Grassland,Hawai'i Dry Grassland,LF 79: Hawai'i Dry Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,251.000000,121.000000,54.000000,0.984314,0.474510,0.211765,3819
Hawai'i Lowland Mesic Grassland,2820.000000,He Hawai'i Lowland Mesic Grassland,Herb,796,Grassland,Hawai'i Mesic Grassland,LF 78: Hawai'i Mesic Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255.000000,114.000000,48.000000,1.000000,0.447059,0.188235,3820
Hawai'i Montane-Subalpine Dry Shrubland,2821.000000,Sh Hawai'i Montane-Subalpine Dry Shrubland,Shrub,793,Shrubland,Hawai'i Dry Shrubland,LF 77: Hawai'i Dry Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,156.000000,128.000000,92.000000,0.611765,0.501961,0.360784,3821
Hawai'i Montane-Subalpine Dry Grassland,2822.000000,He Hawai'i Montane-Subalpine Dry Grassland,Herb,795,Grassland,Hawai'i Dry Grassland,LF 79: Hawai'i Dry Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,251.000000,121.000000,54.000000,0.984314,0.474510,0.211765,3822
Hawai'i Montane-Subalpine Mesic Grassland,2823.000000,He Hawai'i Montane-Subalpine Mesic Grassland,Herb,796,Grassland,Hawai'i Mesic Grassland,LF 78: Hawai'i Mesic Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255.000000,114.000000,48.000000,1.000000,0.447059,0.188235,3823
Hawai'i Alpine Dwarf-Shrubland,2824.000000,Sh Hawai'i Alpine Dwarf-Shrubland,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Dwarf Shrubland,Evergreen dwarf-shrubland,150.000000,58.000000,12.000000,0.588235,0.227451,0.047059,3824
Hawai'i Dry Cliff,2825.000000,Sh Hawai'i Dry Cliff,Shrub,793,Shrubland,Hawai'i Dry Shrubland,LF 77: Hawai'i Dry Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,156.000000,128.000000,92.000000,0.611765,0.501961,0.360784,3825
Hawai'i Dry Coastal Strand,2826.000000,Sh Hawai'i Dry Coastal Strand,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Dwarf Shrubland,Evergreen dwarf-shrubland,150.000000,58.000000,12.000000,0.588235,0.227451,0.047059,3826
Hawai'i Wet-Mesic Coastal Strand,2827.000000,Sh Hawai'i Wet-Mesic Coastal Strand,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,150.000000,58.000000,12.000000,0.588235,0.227451,0.047059,3827
Hawai'i Subalpine Mesic Shrubland,2828.000000,Sh Hawai'i Subalpine Mesic Shrubland,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,255.000000,114.000000,48.000000,1.000000,0.447059,0.188235,3828
Barren,31.000000,Bab Barren,Barren,31,Non-vegetated,Barren,LF 31: Barren,Non-vegetated,Non-vegetated,Non-vegetated,191.000000,191.000000,191.000000,0.749020,0.749020,0.749020,3830
Barren,31.000000,Bab Barren,Barren,31,Non-vegetated,Barren,LF 31: Barren,Non-vegetated,Non-vegetated,Non-vegetated,191.000000,191.000000,191.000000,0.749020,0.749020,0.749020,3832
Pacific Islands Limestone Forest,2833.000000,Tr Pacific Islands Limestone Forest,Tree,801,Hardwood,Pacific Islands Limestone Forest,LF 81: Pacific Islands Limestone Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,63.000000,255.000000,46.000000,0.247059,1.000000,0.180392,3833
Pacific Islands Littoral/Strand Vegetation,2834.000000,Tr Pacific Islands Littoral/Strand Vegetation,Tree,802,Hardwood,Pacific Islands Littoral/Strand Vegetation,LF 82: Pacific Islands Littoral/Strand Vegetation,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,42.000000,255.000000,31.000000,0.164706,1.000000,0.121569,3834
Pacific Islands Lowland Forest,2835.000000,Tr Pacific Islands Lowland Forest,Tree,803,Hardwood,Pacific Islands Lowland Forest,LF 83: Pacific Islands Lowland Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,224.000000,252.000000,192.000000,0.878431,0.988235,0.752941,3835
Pacific Islands Mangrove Forest,2851.000000,Tr Pacific Islands Mangrove Forest,Tree,804,Hardwood,Pacific Islands Mangrove Forest,LF 84: Pacific Islands Mangrove Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0.000000,237.000000,0.000000,0.000000,0.929412,0.000000,3836
Pacific Islands Palm Forest,2844.000000,Tr Pacific Islands Palm Forest,Tree,805,Hardwood,Pacific Islands Palm Forest,LF 85: Pacific Islands Palm Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,121.000000,255.000000,94.000000,0.474510,1.000000,0.368627,3837
Hawai'i Introduced Wetland Vegetation-Herbaceous,2838.000000,He Hawai'i Introduced Wetland Vegetation-Herbaceous,Herb,709,Exotic Herbaceous,Introduced Herbaceous Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,105.000000,46.000000,1.000000,0.411765,0.180392,3838
Pacific Islands Ravine Forest,2839.000000,Tr Pacific Islands Ravine Forest,Tree,806,Hardwood,Pacific Islands Ravine Forest,LF 86: Pacific Islands Ravine Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0.000000,237.000000,0.000000,0.000000,0.929412,0.000000,3839
Pacific Islands Savannah,2840.000000,Tr Pacific Islands Savannah,Tree,807,Hardwood,Pacific Islands Savannah,LF 87: Pacific Islands Savannah,Tree-dominated,Open Tree Canopy,Mixed evergreen-deciduous open tree canopy,0.000000,222.000000,0.000000,0.000000,0.870588,0.000000,3840
Pacific Islands Scrub Forest/Shrub,2841.000000,Tr Pacific Islands Scrub Forest/Shrub,Tree,808,Riparian,Pacific Islands Scrub Forest/Shrub,LF 88: Pacific Islands Scrub Forest/Shrub,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,0.000000,204.000000,0.000000,0.000000,0.800000,0.000000,3841
Pacific Islands Swamp/Marsh,2842.000000,Sh Pacific Islands Swamp/Marsh,Shrub,809,Riparian,Pacific Islands Swamp/Marsh,LF 89: Pacific Islands Swamp/Marsh,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,67.000000,162.000000,181.000000,0.262745,0.635294,0.709804,3842
Pacific Islands Upland Forest,2843.000000,Tr Pacific Islands Upland Forest,Tree,810,Hardwood,Pacific Islands Upland Forest,LF 90: Pacific Islands Upland Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0.000000,189.000000,0.000000,0.000000,0.741176,0.000000,3843
Hawai'i Introduced Dry Forest,2845.000000,Tr Hawai'i Introduced Dry Forest,Tree,707,Hardwood,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Closed Tree Canopy,Mixed evergreen-deciduous closed tree canopy,255.000000,105.000000,46.000000,1.000000,0.411765,0.180392,3845
Hawai'i Introduced Wet-Mesic Forest,2846.000000,Tr Hawai'i Introduced Wet-Mesic Forest,Tree,707,Hardwood,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Closed Tree Canopy,Evergreen closed tree canopy,255.000000,105.000000,46.000000,1.000000,0.411765,0.180392,3846
Hawai'i Introduced Deciduous Shrubland,2847.000000,Sh Hawai'i Introduced Deciduous Shrubland,Shrub,706,Shrubland,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Deciduous shrubland,255.000000,105.000000,46.000000,1.000000,0.411765,0.180392,3847
Hawai'i Introduced Perennial Grassland,2848.000000,He Hawai'i Introduced Perennial Grassland,Herb,703,Grassland,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - Grassland,Perennial graminoid,255.000000,105.000000,46.000000,1.000000,0.411765,0.180392,3848
Hawai'i Introduced Evergreen Shrubland,2849.000000,Sh Hawai'i Introduced Evergreen Shrubland,Shrub,706,Shrubland,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Evergreen shrubland,255.000000,105.000000,46.000000,1.000000,0.411765,0.180392,3849
Pacific Islands Introduced Forest,2850.000000,Tr Pacific Islands Introduced Forest,Tree,707,Hardwood,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Open Tree Canopy,Mixed evergreen-deciduous open tree canopy,0.000000,173.000000,0.000000,0.000000,0.678431,0.000000,3850
Hawai'i Introduced Coastal Wetland Vegetation - Tree,2852.000000,Tr Hawai'i Introduced Coastal Wetland Vegetation - Tree,Tree,708,Riparian,Introduced Woody Wetland Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Tree-dominated,Closed Tree Canopy,Mixed evergreen-deciduous closed tree canopy,255.000000,105.000000,46.000000,1.000000,0.411765,0.180392,3852
Hawai'i Introduced Coastal Wetland Vegetation - Shrub,2853.000000,Sh Hawai'i Introduced Coastal Wetland Vegetation - Shrub,Shrub,708,Riparian,Introduced Woody Wetland Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255.000000,105.000000,46.000000,1.000000,0.411765,0.180392,3853
Hawai'i Introduced Coastal Wetland Vegetation - Herbaceous,2854.000000,He Hawai'i Introduced Coastal Wetland Vegetation - Herbaceous,Herb,709,Riparian,Introduced Herbaceous Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - Grassland,Perennial graminoid,255.000000,105.000000,46.000000,1.000000,0.411765,0.180392,3854
Hawai'i Managed Tree Plantation,2855.000000,Tr Hawai'i Managed Tree Plantation,Tree,731,Hardwood,Managed Tree Plantation,LF 61: Managed Tree Plantation,Tree-dominated,Open Tree Canopy,Mixed evergreen-deciduous open tree canopy,158.000000,67.000000,14.000000,0.619608,0.262745,0.054902,3855
Pacific Islands Plantation Forest,2856.000000,Tr Pacific Islands Plantation Forest,Tree,731,Hardwood,Managed Tree Plantation,LF 61: Managed Tree Plantation,Tree-dominated,Open Tree Canopy,Mixed evergreen-deciduous open tree canopy,158.000000,67.000000,14.000000,0.619608,0.262745,0.054902,3856
Urban,20.000000,Bau Urban,Developed,20,Developed,Developed-General,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,No Dominant Lifeform,52.000000,52.000000,52.000000,0.203922,0.203922,0.203922,3857
Agriculture,80.000000,Da Agriculture,Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous / Nonvascular-dominated,Annual Graminoid/Forb,255.000000,210.000000,119.000000,1.000000,0.823529,0.466667,3858
Water,11.000000,Ba Water,Water,11,Non-vegetated,Open Water,LF 11: Water,Non-vegetated,Non-vegetated,Non-vegetated,0.000000,0.000000,255.000000,0.000000,0.000000,1.000000,3859
Caribbean High-medium density urban,2860.000000,Bau Caribbean High-medium density urban,Developed,23,Developed,Developed-Medium Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,No Dominant Lifeform,52.000000,52.000000,52.000000,0.203922,0.203922,0.203922,3860
Caribbean Low-medium density urban,2861.000000,Bau Caribbean Low-medium density urban,Developed,24,Developed,Developed-High Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,No Dominant Lifeform,52.000000,52.000000,52.000000,0.203922,0.203922,0.203922,3861
Caribbean Herbaceous agriculture - cultivated lands,2862.000000,Dab Caribbean Herbaceous agriculture - cultivated lands,Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous / Nonvascular-dominated,Annual Graminoid/Forb,255.000000,235.000000,153.000000,1.000000,0.921569,0.600000,3862
Caribbean Active sun coffee and mixed woody agriculture,2863.000000,Dab Caribbean Active sun coffee and mixed woody agriculture,Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,203.000000,255.000000,171.000000,0.796078,1.000000,0.670588,3863
"Caribbean Pasture, hay or inactive agriculture",2864.000000,"Dab Caribbean Pasture, hay or inactive agriculture",Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous / Nonvascular-dominated,Annual Graminoid/Forb,255.000000,210.000000,119.000000,1.000000,0.823529,0.466667,3864
"Caribbean Pasture, hay or other grassy areas",2865.000000,"Dab Caribbean Pasture, hay or other grassy areas",Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous / Nonvascular-dominated,Annual Graminoid/Forb,255.000000,210.000000,119.000000,1.000000,0.823529,0.466667,3865
Caribbean Drought deciduous open woodland,2866.000000,Tr Caribbean Drought deciduous open woodland,Tree,820,Hardwood,Caribbean Deciduous Forest,LF 91: Caribbean Deciduous Forest,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,131.000000,222.000000,110.000000,0.513725,0.870588,0.431373,3866
Caribbean Drought deciduous dense woodland,2867.000000,Tr Caribbean Drought deciduous dense woodland,Tree,820,Hardwood,Caribbean Deciduous Forest,LF 91: Caribbean Deciduous Forest,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,121.000000,217.000000,207.000000,0.474510,0.850980,0.811765,3867
"Caribbean Deciduous, evergreen coastal and mixed forest or shrubland with succulents",2868.000000,"Tr Caribbean Deciduous, evergreen coastal and mixed forest or shrubland with succulents",Tree,821,Hardwood,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,180.000000,255.000000,148.000000,0.705882,1.000000,0.580392,3868
Caribbean Semi-deciduous and drought deciduous forest on alluvium and non-carbonate substrates,2869.000000,Tr Caribbean Semi-deciduous and drought deciduous forest on alluvium and non-carbonate substrates,Tree,820,Hardwood,Caribbean Deciduous Forest,LF 91: Caribbean Deciduous Forest,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,191.000000,255.000000,233.000000,0.749020,1.000000,0.913725,3869
Caribbean Semi-deciduous and drought deciduous forest on karst (includes semi-evergreen forest),2870.000000,Tr Caribbean Semi-deciduous and drought deciduous forest on karst (includes semi-evergreen forest),Tree,820,Hardwood,Caribbean Deciduous Forest,LF 91: Caribbean Deciduous Forest,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,121.000000,217.000000,207.000000,0.474510,0.850980,0.811765,3870
"Caribbean Drought deciduous, semi-deciduous and seasonal evergreen forest on serpentine",2871.000000,"Tr Caribbean Drought deciduous, semi-deciduous and seasonal evergreen forest on serpentine",Tree,821,Hardwood,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0.000000,222.000000,0.000000,0.000000,0.870588,0.000000,3871
Caribbean Seasonal evergreen and semi-deciduous forest on karst,2872.000000,Tr Caribbean Seasonal evergreen and semi-deciduous forest on karst,Tree,822,Hardwood,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,96.000000,255.000000,71.000000,0.376471,1.000000,0.278431,3872
Caribbean Seasonal evergreen and evergreen forest,2873.000000,Tr Caribbean Seasonal evergreen and evergreen forest,Tree,823,Hardwood,Caribbean Evergreen Forest,LF 93: Caribbean Evergreen Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0.000000,51.000000,0.000000,0.000000,0.200000,0.000000,3873
Caribbean Seasonal evergreen forest with coconut palm,2874.000000,Tr Caribbean Seasonal evergreen forest with coconut palm,Tree,824,Hardwood,Caribbean Evergreen Forest,LF 93: Caribbean Evergreen Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,180.000000,255.000000,148.000000,0.705882,1.000000,0.580392,3874
Caribbean Evergreen and seasonal evergreen forest on karst,2875.000000,Tr Caribbean Evergreen and seasonal evergreen forest on karst,Tree,825,Hardwood,Caribbean Evergreen Forest,LF 93: Caribbean Evergreen Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,174.000000,245.000000,224.000000,0.682353,0.960784,0.878431,3875
Caribbean Evergreen forest on serpentine,2876.000000,Tr Caribbean Evergreen forest on serpentine,Tree,826,Hardwood,Caribbean Evergreen Forest,LF 93: Caribbean Evergreen Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0.000000,92.000000,0.000000,0.000000,0.360784,0.000000,3876
"Caribbean Elfin, sierra palm, transitional and tall cloud forest",2877.000000,"Tr Caribbean Elfin, sierra palm, transitional and tall cloud forest",Tree,821,Hardwood,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,174.000000,245.000000,224.000000,0.682353,0.960784,0.878431,3877
Caribbean Emergent wetlands including seasonnally flooded pasture,2878.000000,Sh Caribbean Emergent wetlands including seasonnally flooded pasture,Shrub,824,Riparian,Caribbean Shrub/Herbaceous Wetland,LF 94: Caribbean Shrub/Herbaceous Wetland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255.000000,210.000000,119.000000,1.000000,0.823529,0.466667,3878
Caribbean Salt or mud flats,2879.000000,Sps Caribbean Salt or mud flats,Sparse,700,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100.000000,100.000000,100.000000,0.392157,0.392157,0.392157,3879
Caribbean Mangrove,2880.000000,Tr Caribbean Mangrove,Tree,825,Riparian,Caribbean Mangrove Forest,LF 96: Caribbean Mangrove Forest,Tree-dominated,Closed Tree Canopy,Mixed evergreen-deciduous closed tree canopy,0.000000,237.000000,0.000000,0.000000,0.929412,0.000000,3880
Caribbean Seasonally flooded savannahs and woodlands,2881.000000,Tr Caribbean Seasonally flooded savannahs and woodlands,Tree,826,Riparian,Caribbean Forested Wetland,LF 97: Caribbean Forested Wetland,Tree-dominated,Closed Tree Canopy,Mixed evergreen-deciduous closed tree canopy,156.000000,128.000000,92.000000,0.611765,0.501961,0.360784,3881
Caribbean Pterocarpus swamp,2882.000000,Tr Caribbean Pterocarpus swamp,Tree,827,Riparian,Caribbean Forested Wetland,LF 97: Caribbean Forested Wetland,Tree-dominated,Closed Tree Canopy,Mixed evergreen-deciduous closed tree canopy,255.000000,235.000000,153.000000,1.000000,0.921569,0.600000,3882
Caribbean Tidally flooded evergreen dwarf-shrubland and forb vegetation,2883.000000,Sh Caribbean Tidally flooded evergreen dwarf-shrubland and forb vegetation,Shrub,824,Riparian,Caribbean Shrub/Herbaceous Wetland,LF 94: Caribbean Shrub/Herbaceous Wetland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,112.000000,82.000000,57.000000,0.439216,0.321569,0.223529,3883
Quarries,32.000000,Bab Quarries-Strip Mines-Gravel Pits,Barren,31,Non-vegetated,Barren,LF 31: Barren,Non-vegetated,Non-vegetated,Non-vegetated,191.000000,191.000000,191.000000,0.749020,0.749020,0.749020,3884
Coastal sand and rock,31.000000,Bab Barren,Barren,31,Non-vegetated,Barren,LF 31: Barren,Non-vegetated,Non-vegetated,Non-vegetated,193.000000,193.000000,193.000000,0.756863,0.756863,0.756863,3885
Bare soil,31.000000,Bab Barren,Barren,31,Non-vegetated,Barren,LF 31: Barren,Non-vegetated,Non-vegetated,Non-vegetated,191.000000,191.000000,191.000000,0.749020,0.749020,0.749020,3886
Water,11.000000,Ba Water,Water,11,Non-vegetated,Open Water,LF 11: Water,Non-vegetated,Non-vegetated,Non-vegetated,0.000000,0.000000,255.000000,0.000000,0.000000,1.000000,3887
Western Cool Temperate Urban Deciduous Forest,2913.000000,Dtd Urban Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112.000000,68.000000,137.000000,0.439216,0.266667,0.537255,3900
Western Cool Temperate Urban Evergreen Forest,2914.000000,Dtc Urban Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170.000000,102.000000,205.000000,0.666667,0.400000,0.803922,3901
Western Cool Temperate Urban Mixed Forest,2915.000000,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194.000000,158.000000,215.000000,0.760784,0.619608,0.843137,3902
Western Cool Temperate Urban Herbaceous,2916.000000,Dgr Urban Herbaceous,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,202.000000,122.000000,245.000000,0.792157,0.478431,0.960784,3903
Western Cool Temperate Urban Shrubland,2917.000000,Dsh Urban Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207.000000,171.000000,215.000000,0.811765,0.670588,0.843137,3904
Eastern Cool Temperate Urban Deciduous Forest,2913.000000,Dtd Urban Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112.000000,68.000000,137.000000,0.439216,0.266667,0.537255,3905
Eastern Cool Temperate Urban Evergreen Forest,2914.000000,Dtc Urban Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170.000000,102.000000,205.000000,0.666667,0.400000,0.803922,3906
Eastern Cool Temperate Urban Mixed Forest,2915.000000,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194.000000,158.000000,215.000000,0.760784,0.619608,0.843137,3907
Eastern Cool Temperate Urban Herbaceous,2916.000000,Dgr Urban Herbaceous,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,202.000000,122.000000,245.000000,0.792157,0.478431,0.960784,3908
Eastern Cool Temperate Urban Shrubland,2917.000000,Dsh Urban Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207.000000,171.000000,215.000000,0.811765,0.670588,0.843137,3909
Western Warm Temperate Urban Deciduous Forest,2913.000000,Dtd Urban Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112.000000,68.000000,137.000000,0.439216,0.266667,0.537255,3910
Western Warm Temperate Urban Evergreen Forest,2914.000000,Dtc Urban Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170.000000,102.000000,205.000000,0.666667,0.400000,0.803922,3911
Western Warm Temperate Urban Mixed Forest,2915.000000,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194.000000,158.000000,215.000000,0.760784,0.619608,0.843137,3912
