Site,Transect,Meter,Raw_data_entry,Species,Type,cover,Max_height_cm,Avg_height_cm,Comments,Entered.by,Daniel,Avg.Vol.c,Max.Vol.c,Cover_type,Number_records,mean_Avg.Ratio.L,median_Avg.Ratio.L,SD_Avg.Ratio.L,max_Avg.Ratio.L,min_Avg.Ratio.L,mean_Max.Ratio.L,median_Max.Ratio.L,SD_Max.Ratio.L,max_Max.Ratio.L,min_Max.Ratio.L,Live.Weight_mean.Avg.Ratio.L,Live.Weight_mean.Max.Ratio.L
HIWALK,1,5,Woody Litter,BLANK,Woody litter,1,0.5,0.5,,CT,"In cover, T was replaced by 1",50,50,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,30.37789947,15.90844297
HIWALK,1,10,ceanothus prostratus,Ceanothus prostratus,Shrub,6,3,2,,CT,,1200,1800,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,43.1474944,40.817001
HIWALK,1,10,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,8,12,10,,CT,,8000,9600,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,42.72574,42.145524
HIWALK,1,10,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1",100,100,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,20.46758378,13.53893004
HIWALK,1,10,frangula nebra,Frangula rubra,Shrub,1,6,6,,CT,"In cover, T was replaced by 1",600,600,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,1.6814118,1.3165854
HIWALK,1,10,Soft Loose Litter,BLANK,Soft loose litter,4,0.5,0.5,,CT,,200,200,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,27.510356,20.85228474
HIWALK,1,10,Tree- dead,Unknown,Tree,6,500,500,Pinaceae spp. (conifer)/pine,CT,,3.00E+05,3.00E+05,Tree,1,0.01,0.01,NA,0.01,0.01,0.006666667,0.006666667,NA,0.006666667,0.006666667,3000,2000.0001
HIWALK,1,10,Woody Litter,BLANK,Woody litter,10,4,2,,CT,,2000,4000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,1215.115979,1272.675438
HIWALK,1,15,Soft Loose Litter,BLANK,Soft loose litter,8,0.5,0.5,,CT,,400,400,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,55.020712,41.70456948
HIWALK,1,15,Woody Litter,BLANK,Woody litter,22,3,1,,CT,,2200,6600,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,1336.627577,2099.914472
HIWALK,1,20,ceanothus prostratus,Ceanothus prostratus,Shrub,3,2,2,,CT,,600,600,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,21.5737472,13.605667
HIWALK,1,20,Soft Loose Litter,BLANK,Soft loose litter,81,2,1,,CT,,8100,16200,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1114.169418,1689.035064
HIWALK,1,20,Woody Litter,BLANK,Woody litter,2,1,0.5,,CT,,100,200,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,60.75579893,63.63377189
HIWALK,1,25,ceanothus prostratus,Ceanothus prostratus,Shrub,11,4,3,,CT,,3300,4400,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,118.6556096,99.77489133
HIWALK,1,25,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1",100,100,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,20.46758378,13.53893004
HIWALK,1,25,Soft Loose Litter,BLANK,Soft loose litter,16,1,0.5,,CT,,800,1600,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,110.041424,166.8182779
HIWALK,1,25,Woody Litter,BLANK,Woody litter,35,4,2,,CT,,7000,14000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,4252.905925,4454.364032
HIWALK,1,30,ceanothus prostratus,Ceanothus prostratus,Shrub,13,5,3,,CT,,3900,6500,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,140.2293568,147.3947258
HIWALK,1,30,Soft Loose Litter,BLANK,Soft loose litter,30,0.5,0.5,,CT,,1500,1500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,206.32767,156.3921355
HIWALK,1,30,Woody Litter,BLANK,Woody litter,25,1,1,,CT,,2500,2500,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,1518.894973,795.4221486
HIWALK,1,35,ceanothus prostratus,Ceanothus prostratus,Shrub,12,3,2,,CT,,2400,3600,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,86.2949888,81.634002
HIWALK,1,35,frangula nebra,Frangula rubra,Shrub,1,4,3,,CT,,300,400,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,0.8407059,0.8777236
HIWALK,1,35,Soft Loose Litter,BLANK,Soft loose litter,6,0.5,0.5,,CT,,300,300,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,41.265534,31.27842711
HIWALK,1,35,Woody Litter,BLANK,Woody litter,1,1,0.5,,CT,,50,100,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,30.37789947,31.81688594
HIWALK,1,40,Arctostaphylos viscida,Arctostaphylos viscida,Shrub,11,25,20,,CT,,22000,27500,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,199.6443711,180.387075
HIWALK,1,40,Soft Loose Litter,BLANK,Soft loose litter,7,0.5,0.5,,CT,,350,350,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,48.143123,36.49149829
HIWALK,1,40,Woody Litter,BLANK,Woody litter,1,0.5,0.5,,CT,"In cover, T was replaced by 1",50,50,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,30.37789947,15.90844297
HIWALK,1,45,ceanothus prostratus,Ceanothus prostratus,Shrub,11,3,2,,CT,,2200,3300,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,79.10373973,74.8311685
HIWALK,1,45,Grasses,BLANK,Grass,1,12,10,,CT,,1000,1200,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,2.098861833,1.8976299
HIWALK,1,45,Soft Loose Litter,BLANK,Soft loose litter,1,0.5,0.5,,CT,"In cover, T was replaced by 1",50,50,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,6.877589,5.213071185
HIWALK,1,45,Tree- dead,Unknown,Tree,25,1500,1500,,CT,,3750000,3750000,Tree,1,0.01,0.01,NA,0.01,0.01,0.006666667,0.006666667,NA,0.006666667,0.006666667,37500,25000.00125
HIWALK,1,45,Woody Litter,BLANK,Woody litter,1,1,1,,CT,,100,100,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,60.75579893,31.81688594
HIWALK,2,0,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,60,20,15,,CT,,90000,120000,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,480.664575,526.81905
HIWALK,2,0,Char,BLANK,Char,1,25,25,,CT,,2500,2500,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,511.6895944,338.4732511
HIWALK,2,0,Soft Loose Litter,BLANK,Soft loose litter,34,2,1,,CT,,3400,6800,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,467.676052,708.9776811
HIWALK,2,0,Woody Litter,BLANK,Woody litter,6,8,7,,CT,,4200,4800,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,2551.743555,1527.210525
HIWALK,2,5,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,54,18,15,,CT,,81000,97200,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,432.5981175,426.7234305
HIWALK,2,5,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1",100,100,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,20.46758378,13.53893004
HIWALK,2,5,Soft Loose Litter,BLANK,Soft loose litter,16,1,1,,CT,,1600,1600,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,220.082848,166.8182779
HIWALK,2,5,Woody Litter,BLANK,Woody litter,16,8,6,,CT,,9600,12800,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,5832.556698,4072.561401
HIWALK,2,10,ceanothus prostratus,Ceanothus prostratus,Shrub,6,2,2,,CT,,1200,1200,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,43.1474944,27.211334
HIWALK,2,10,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,46,25,23,,CT,,105800,115000,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,565.0479115,504.8682563
HIWALK,2,10,Char,BLANK,Char,1,1,1,,CT,,100,100,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,20.46758378,13.53893004
HIWALK,2,10,Soft Loose Litter,BLANK,Soft loose litter,10,1,1,,CT,,1000,1000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,137.55178,104.2614237
HIWALK,2,10,Soft Rooted Litter,BLANK,Soft rooted litter,10,1,1,,CT,,1000,1000,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,21.15554856,16.84275148
HIWALK,2,15,ceanothus prostratus,Ceanothus prostratus,Shrub,12,3,2,,CT,,2400,3600,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,86.2949888,81.634002
HIWALK,2,15,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,52,23,18,,CT,,93600,119600,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,499.891158,525.0629865
HIWALK,2,15,Char,BLANK,Char,1,0.5,0.5,,CT,"In cover, T was replaced by 1",50,50,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,10.23379189,6.769465022
HIWALK,2,15,Soft Loose Litter,BLANK,Soft loose litter,20,1,0.5,,CT,,1000,2000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,137.55178,208.5228474
HIWALK,2,15,Soft Rooted Litter,BLANK,Soft rooted litter,1,1,1,,CT,,100,100,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,2.115554856,1.684275148
HIWALK,2,15,Viola Lobata,Viola lobata,Dominant forb,2,10,5,,CT,,1000,2000,Dominant forb,5,0.006526387,0.006933333,0.003670483,0.010117647,0.002666667,0.004085752,0.005415385,0.00215547,0.005951557,0.001333333,6.5263866,8.171504
HIWALK,2,15,Woody Litter,BLANK,Woody litter,3,5,1,,CT,,300,1500,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,182.2673968,477.2532891
HIWALK,2,20,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,32,25,20,,CT,,64000,80000,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,341.80592,351.2127
HIWALK,2,20,Char,BLANK,Char,5,5,1,,CT,,500,2500,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,102.3379189,338.4732511
HIWALK,2,20,Soft Loose Litter,BLANK,Soft loose litter,6,0.5,0.5,,CT,,300,300,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,41.265534,31.27842711
HIWALK,2,20,Woody Litter,BLANK,Woody litter,4,2,1,,CT,,400,800,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,243.0231957,254.5350875
HIWALK,2,25,arctostaphylos patula,Arctostaphylos patula,Shrub,22,75,60,,CT,,132000,165000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,1197.866227,1082.32245
HIWALK,2,25,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,24,20,15,,CT,,36000,48000,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,192.26583,210.72762
HIWALK,2,25,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1",100,100,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,20.46758378,13.53893004
HIWALK,2,25,Soft Loose Litter,BLANK,Soft loose litter,4,0.5,0.5,,CT,,200,200,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,27.510356,20.85228474
HIWALK,2,25,Viola Lobata,Viola lobata,Dominant forb,1,18,18,,CT,,1800,1800,Dominant forb,5,0.006526387,0.006933333,0.003670483,0.010117647,0.002666667,0.004085752,0.005415385,0.00215547,0.005951557,0.001333333,11.74749588,7.3543536
HIWALK,2,25,Woody Litter,BLANK,Woody litter,35,22,16,,CT,,56000,77000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,34023.2474,24499.00218
HIWALK,2,30,Arctostaphylos viscida,Arctostaphylos viscida,Shrub,1,20,20,,CT,,2000,2000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,18.14948829,13.11906
HIWALK,2,30,ceanothus prostratus,Ceanothus prostratus,Shrub,8,2,1,,CT,,800,1600,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,28.76499627,36.28177867
HIWALK,2,30,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,30,20,17,,CT,,51000,60000,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,272.3765925,263.409525
HIWALK,2,30,Char,BLANK,Char,1,0.5,0.5,,CT,,50,50,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,10.23379189,6.769465022
HIWALK,2,30,polygala cornuta,Polygala cornuta,Dominant forb,5,25,20,,CT,,10000,12500,Dominant forb,2,0.002028572,0.002028572,0.001171777,0.002857143,0.0012,0.001521739,0.001521739,0.000676363,0.002,0.001043478,20.285715,19.0217375
HIWALK,2,30,Soft Loose Litter,BLANK,Soft loose litter,18,1,1,,CT,,1800,1800,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,247.593204,187.6705626
HIWALK,2,30,Tree- dead,Unknown,Tree,3,400,400,Pinaceae spp. (conifer)/pine,CT,,120000,120000,Tree,1,0.01,0.01,NA,0.01,0.01,0.006666667,0.006666667,NA,0.006666667,0.006666667,1200,800.00004
HIWALK,2,30,Woody Litter,BLANK,Woody litter,22,5,2,,CT,,4400,11000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,2673.255153,3499.857454
HIWALK,2,35,ceanothus prostratus,Ceanothus prostratus,Shrub,3,2,1,,CT,,300,600,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,10.7868736,13.605667
HIWALK,2,35,Char,BLANK,Char,13,55,30,,CT,,39000,71500,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,7982.357673,9680.334982
HIWALK,2,35,collomia heterophyla,Collomia heterophyla,Dominant forb,1,4,4,,CT,,400,400,Dominant forb,1,0.0025,0.0025,NA,0.0025,0.0025,0.002285714,0.002285714,NA,0.002285714,0.002285714,1,0.9142856
HIWALK,2,35,Soft Loose Litter,BLANK,Soft loose litter,1,0.5,0.5,,CT,,50,50,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,6.877589,5.213071185
HIWALK,2,35,Tree- dead,Unknown,Tree,22,1500,1000,Pinaceae spp. (conifer)/pine,CT,,2200000,3300000,Tree,1,0.01,0.01,NA,0.01,0.01,0.006666667,0.006666667,NA,0.006666667,0.006666667,22000,22000.0011
HIWALK,2,35,Woody Litter,BLANK,Woody litter,3,1,1,,CT,,300,300,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,182.2673968,95.45065783
HIWALK,2,40,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,10,20,12,,CT,,12000,20000,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,64.08861,87.803175
HIWALK,2,40,Char,BLANK,Char,1,0.5,0.5,,CT,"In cover, T was replaced by 1",50,50,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,10.23379189,6.769465022
HIWALK,2,40,Grasses,BLANK,Grass,1,15,15,,CT,"In cover, T was replaced by 1",1500,1500,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,3.14829275,2.372037375
HIWALK,2,40,Soft Loose Litter,BLANK,Soft loose litter,2,0.5,0.5,,CT,,100,100,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,13.755178,10.42614237
HIWALK,2,40,Soft Rooted Litter,BLANK,Soft rooted litter,3,8,8,,CT,,2400,2400,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,50.77331654,40.42260355
HIWALK,2,40,Tree- dead,Unknown,Tree,35,2000,2000,Pinaceae spp. (conifer)/pine,CT,,7.00E+06,7.00E+06,Tree,1,0.01,0.01,NA,0.01,0.01,0.006666667,0.006666667,NA,0.006666667,0.006666667,70000,46666.669
HIWALK,2,40,Viola Lobata,Viola lobata,Dominant forb,8,5,5,,CT,,4000,4000,Dominant forb,5,0.006526387,0.006933333,0.003670483,0.010117647,0.002666667,0.004085752,0.005415385,0.00215547,0.005951557,0.001333333,26.1055464,16.343008
HIWALK,2,40,Woody Litter,BLANK,Woody litter,4,6,4,,CT,,1600,2400,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,972.092783,763.6052626
HIWALK,2,45,ceanothus prostratus,Ceanothus prostratus,Shrub,9,2,1,,CT,,900,1800,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,32.3606208,40.817001
HIWALK,2,45,Char,BLANK,Char,1,0.5,0.5,,CT,"In cover, T was replaced by 1",50,50,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,10.23379189,6.769465022
HIWALK,2,45,cryptantha sp or plagiobothris sp,Boraginaceae,Dominant forb,1,12,12,,CT,"In cover, T was replaced by 1",1200,1200,Dominant forb,48,0.006737349,0.00330991,0.008166099,0.034222222,0.000446753,0.004333342,0.002488971,0.004294428,0.018666667,0.00040281,8.084819275,5.200010325
HIWALK,2,45,Soft Loose Litter,BLANK,Soft loose litter,9,0.5,0.5,,CT,,450,450,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,61.898301,46.91764066
HIWALK,2,45,Soft Rooted Litter,BLANK,Soft rooted litter,6,20,15,,CT,,9000,12000,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,190.399937,202.1130178
HIWALK,2,45,Viola Lobata,Viola lobata,Dominant forb,1,3,3,,CT,"In cover, T was replaced by 1",300,300,Dominant forb,5,0.006526387,0.006933333,0.003670483,0.010117647,0.002666667,0.004085752,0.005415385,0.00215547,0.005951557,0.001333333,1.95791598,1.2257256
HIWALK,2,45,Woody Litter,BLANK,Woody litter,2,1,1,,CT,,200,200,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,121.5115979,63.63377189
MIXBUS,1,0,Abies sp. Seedling,Abies sp.,Tree,1,5,4,Seedlings,JMP,"In cover, T was replaced by 1",400,500,Tree,1,0.005636364,0.005636364,NA,0.005636364,0.005636364,0.002818182,0.002818182,NA,0.002818182,0.002818182,2.2545456,1.409091
MIXBUS,1,0,Grasses,BLANK,Grass,1,15,12,,JMP,"In cover, T was replaced by 1",1200,1500,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,2.5186342,2.372037375
MIXBUS,1,0,Pinus Seedling,Pinus sp.,Tree,1,18,18,Seedling,JMP,,1800,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXBUS,1,0,Soft Loose Litter,BLANK,Soft loose litter,85,1,1,,JMP,,8500,8500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1169.19013,886.2221014
MIXBUS,1,0,Stellaria sp.,Stellaria sp.,Dominant forb,2,53,30,kelloggia?,JMP,,6000,10600,Dominant forb,4,0.004900974,0.002904978,0.005807687,0.013333333,0.000460606,0.002719972,0.001953074,0.002879902,0.006666667,0.000307071,29.405841,28.8316979
MIXBUS,1,0,T1-0M-B (tiny tobacco),Unknown,Dominant forb,1,7,5,,JMP,,500,700,Dominant forb,48,0.006737349,0.00330991,0.008166099,0.034222222,0.000446753,0.004333342,0.002488971,0.004294428,0.018666667,0.00040281,3.368674698,3.033339356
MIXBUS,1,0,Woody Litter,BLANK,Woody litter,1,2,2,,JMP,,200,200,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,121.5115979,63.63377189
MIXBUS,1,5,Soft Loose Litter,BLANK,Soft loose litter,38,1,1,,JMP,,3800,3800,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,522.696764,396.19341
MIXBUS,1,5,Soft Rooted Litter,BLANK,Soft rooted litter,1,1,1,,JMP,"In cover, T was replaced by 1",100,100,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,2.115554856,1.684275148
MIXBUS,1,5,Stellaria sp.,Stellaria sp.,Dominant forb,4,38,25,,JMP,,10000,15200,Dominant forb,4,0.004900974,0.002904978,0.005807687,0.013333333,0.000460606,0.002719972,0.001953074,0.002879902,0.006666667,0.000307071,49.009735,41.3435668
MIXBUS,1,5,Woody Litter,BLANK,Woody litter,7,6,3,,JMP,,2100,4200,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,1275.871778,1336.30921
MIXBUS,1,10,Abies sp. Seedling,Abies sp.,Tree,1,5,4,Seedlings,JMP,"In cover, T was replaced by 1",400,500,Tree,1,0.005636364,0.005636364,NA,0.005636364,0.005636364,0.002818182,0.002818182,NA,0.002818182,0.002818182,2.2545456,1.409091
MIXBUS,1,10,calocedrus decurrens Sapling,Calocedrus decurrens,Tree,1,23,23,Seedling,JMP,,2300,2300,Tree,4,0.187606838,0.007880342,0.362952684,0.732,0.002666667,0.065435898,0.007538462,0.1191206,0.244,0.002666667,431.4957268,150.5025643
MIXBUS,1,10,ceanothus cordulatus,Ceanothus cordulatus,Shrub,5,14,5,,JMP,,2500,7000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,18.06143286,36.224731
MIXBUS,1,10,Soft Loose Litter,BLANK,Soft loose litter,87,1,1,,JMP,,8700,8700,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1196.700486,907.0743861
MIXBUS,1,10,Soft Rooted Litter,BLANK,Soft rooted litter,1,1,1,,JMP,,100,100,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,2.115554856,1.684275148
MIXBUS,1,10,Stellaria sp.,Stellaria sp.,Dominant forb,1,30,25,,JMP,,2500,3000,Dominant forb,4,0.004900974,0.002904978,0.005807687,0.013333333,0.000460606,0.002719972,0.001953074,0.002879902,0.006666667,0.000307071,12.25243375,8.1599145
