Site,Date,Transect,Meter,Species,Shrub_or_Tree,Height_cm,Width_cm,Length_cm,Tree.DBH_cm,Comments,Entered.by,Review.comment,Volume,Cover_type,Number_records,mean_Avg.Ratio.L,median_Avg.Ratio.L,SD_Avg.Ratio.L,max_Avg.Ratio.L,min_Avg.Ratio.L,mean_Max.Ratio.L,median_Max.Ratio.L,SD_Max.Ratio.L,max_Max.Ratio.L,min_Max.Ratio.L,Live.Weight_mean.Avg.Ratio.L,Live.Weight_mean.Max.Ratio.L,oldBAT,youngBAT,std.biomass,biomass
HICORN,42962,2,40-45,Ceanothus cordulatus,Shrub,30,63,19,NA,NA,AMM,NA,35910,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,259.4344216,185.83287,NA,NA,NA,259.4344216
HICORN,42962,2,40-45,Frangula rubra,Shrub,155,30,39,NA,NA,AMM,NA,181350,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,508.2067166,397.9379372,NA,NA,NA,508.2067166
HICORN,42962,2,40-45,Frangula rubra,Shrub,128,41,30,NA,NA,AMM,NA,157440,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,441.2024563,345.472009,NA,NA,NA,441.2024563
HICORN,42962,2,40-45,Frangula rubra,Shrub,88,59,63,NA,NA,AMM,NA,327096,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,916.6384569,717.7496967,NA,NA,NA,916.6384569
HICORN,42962,2,40-45,Frangula rubra,Shrub,112,84,41,NA,NA,AMM,NA,385728,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,1080.946018,846.406422,NA,NA,NA,1080.946018
HICORN,42962,2,40-45,Frangula rubra,Shrub,52,48,41,NA,NA,AMM,NA,102336,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,286.7815966,224.5568058,NA,NA,NA,286.7815966
HICORN,42962,2,40-45,Frangula rubra,Shrub,60,41,37,NA,NA,AMM,NA,91020,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,255.0701701,199.7260052,NA,NA,NA,255.0701701
HICORN,42962,2,40-45,Frangula rubra,Shrub,74,108,100,NA,NA,AMM,NA,799200,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,2239.640518,1753.691753,NA,NA,NA,2239.640518
HICORN,42962,2,40-45,Symphoricarpos mollis,Shrub,13,51,30,NA,NA,AMM,NA,19890,Shrub,1,0.014254545,0.014254545,NA,0.014254545,0.014254545,0.008909091,0.008909091,NA,0.008909091,0.008909091,283.5229001,177.20182,NA,NA,NA,283.5229001
HICORN,42962,2,40-45,Symphoricarpos mollis,Shrub,157,153,143,NA,NA,AMM,NA,3435003,Shrub,1,0.014254545,0.014254545,NA,0.014254545,0.014254545,0.008909091,0.008909091,NA,0.008909091,0.008909091,48964.40484,30602.75431,NA,NA,NA,48964.40484
HICORN,42962,2,45-50,Arctostaphylos patula,Shrub,90,165,160,NA,NA,AMM,NA,2376000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,21561.59208,15585.44328,NA,NA,NA,21561.59208
HICORN,42962,2,45-50,Arctostaphylos patula,Shrub,103,97,83,NA,NA,AMM,NA,829253,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,7525.258805,5439.509931,NA,NA,NA,7525.258805
HICORN,42962,2,45-50,Arctostaphylos patula,Shrub,86,76,68,NA,NA,AMM,NA,444448,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,4033.251885,2915.369989,NA,NA,NA,4033.251885
HICORN,42962,2,45-50,Arctostaphylos patula,Shrub,68,45,38,NA,NA,AMM,NA,116280,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,1055.211249,762.7421484,NA,NA,NA,1055.211249
HICORN,42962,2,45-50,Arctostaphylos patula,Shrub,73,55,40,NA,NA,AMM,NA,160600,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,1457.403909,1053.460518,NA,NA,NA,1457.403909
HICORN,42962,2,45-50,Arctostaphylos patula,Shrub,52,19,12,NA,NA,AMM,NA,11856,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,107.5901666,77.76978768,NA,NA,NA,107.5901666
HICORN,42962,2,45-50,Arctostaphylos patula,Shrub,57,38,16,NA,NA,AMM,NA,34656,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,314.494333,227.3270717,NA,NA,NA,314.494333
HICORN,42962,2,45-50,Ceanothus cordulatus,Shrub,115,270,210,NA,NA,AMM,NA,6520500,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,47107.82918,33743.33693,NA,NA,NA,47107.82918
HICORN,42962,2,45-50,Frangula rubra,Shrub,115,48,72,NA,NA,AMM,NA,397440,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,1113.767176,872.106169,NA,NA,NA,1113.767176
HICORN,42962,2,45-50,Frangula rubra,Shrub,106,58,73,NA,NA,AMM,NA,448804,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,1257.707236,984.8146564,NA,NA,NA,1257.707236
HICORN,42962,2,45-50,Frangula rubra,Shrub,104,42,88,NA,NA,AMM,NA,384384,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,1077.179656,843.4572707,NA,NA,NA,1077.179656
HICORN,42962,2,45-50,Frangula rubra,Shrub,77,87,73,NA,NA,AMM,NA,489027,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,1370.426281,1073.076347,NA,NA,NA,1370.426281
HICORN,42962,2,45-50,Frangula rubra,Shrub,69,72,74,NA,NA,AMM,NA,367632,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,1030.234638,806.6982063,NA,NA,NA,1030.234638
HICORN,42962,2,45-50,Frangula rubra,Shrub,109,78,44,NA,NA,AMM,NA,374088,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,1048.326629,820.8646652,NA,NA,NA,1048.326629
HICORN,42962,2,45-50,Frangula rubra,Shrub,118,89,79,NA,NA,AMM,NA,829658,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,2324.994585,1820.526016,NA,NA,NA,2324.994585
HICOWS,42969,1,0-5,Ceanothus cordulatus,Shrub,38,104,90,NA,NA,AMM,NA,355680,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,2569.636175,1840.630332,NA,NA,NA,2569.636175
HICOWS,42969,1,0-5,Ceanothus cordulatus,Shrub,41,96,90,NA,NA,AMM,NA,354240,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,2559.23279,1833.178387,NA,NA,NA,2559.23279
HICOWS,42969,1,0-5,Ceanothus prostratus,Shrub,4,160,140,NA,NA,AMM,NA,89600,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,3221.679582,2031.779605,NA,NA,NA,3221.679582
HICOWS,42969,1,0-5,Ceanothus prostratus,Shrub,4,94,44,NA,NA,AMM,NA,16544,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,594.8601228,375.1535914,NA,NA,NA,594.8601228
HICOWS,42969,1,0-5,Ceanothus prostratus,Shrub,3,80,77,NA,NA,AMM,NA,18480,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,664.4714138,419.0545436,NA,NA,NA,664.4714138
HICOWS,42969,1,0-5,Ceanothus prostratus,Shrub,4,125,79,NA,NA,AMM,NA,39500,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,1420.271691,895.7064108,NA,NA,NA,1420.271691
HICOWS,42969,1,0-5,Ceanothus prostratus,Shrub,3,220,80,NA,NA,AMM,NA,52800,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,1898.489754,1197.298696,NA,NA,NA,1898.489754
HICOWS,42969,1,0-5,Ceanothus prostratus,Shrub,4,119,80,NA,NA,AMM,NA,38080,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,1369.213822,863.5063323,NA,NA,NA,1369.213822
HICOWS,42969,1,0-5,Ceanothus prostratus,Shrub,4,104,83,NA,NA,AMM,NA,34528,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,1241.497239,782.9607836,NA,NA,NA,1241.497239
HICOWS,42969,1,43230,Arctostaphylos patula,Shrub,58,88,83,NA,NA,AMM,NA,423632,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,3844.352011,2778.826813,NA,NA,NA,3844.352011
HICOWS,42969,1,43230,Ceanothus cordulatus,Shrub,30,183,150,NA,NA,AMM,NA,823500,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,5949.435983,4261.580854,NA,NA,NA,5949.435983
HICOWS,42969,1,43230,Ceanothus prostratus,Shrub,3,117,98,NA,NA,AMM,NA,34398,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,1236.822927,780.0128891,NA,NA,NA,1236.822927
HICOWS,42969,1,43230,Ceanothus prostratus,Shrub,2,112,113,NA,NA,AMM,NA,25312,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,910.1244819,573.9777385,NA,NA,NA,910.1244819
HICOWS,42969,1,43230,Ceanothus prostratus,Shrub,3,88,36,NA,NA,AMM,NA,9504,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,341.7281556,215.5137653,NA,NA,NA,341.7281556
HICOWS,42969,1,43230,Ceanothus prostratus,Shrub,4,86,83,NA,NA,AMM,NA,28552,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,1026.622717,647.4483403,NA,NA,NA,1026.622717
HICOWS,42969,1,43230,Ceanothus prostratus,Shrub,5,131,103,NA,NA,AMM,NA,67465,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,2425.788091,1529.843874,NA,NA,NA,2425.788091
HICOWS,42969,1,43230,Ceanothus prostratus,Shrub,6,92,111,NA,NA,AMM,NA,61272,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,2203.111064,1389.410714,NA,NA,NA,2203.111064
HICOWS,42969,1,43230,Ceanothus prostratus,Shrub,3,111,71,NA,NA,AMM,NA,23643,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,850.1135084,536.1313081,NA,NA,NA,850.1135084
HICOWS,42969,1,43230,Ceanothus prostratus,Shrub,3,54,73,NA,NA,AMM,NA,11826,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,425.2185573,268.1676966,NA,NA,NA,425.2185573
HICOWS,42969,1,43230,Ceanothus prostratus,Shrub,5,160,103,NA,NA,AMM,NA,82400,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,2962.794615,1868.511601,NA,NA,NA,2962.794615
HICOWS,42969,1,43230,Ceanothus prostratus,Shrub,4,79,147,NA,NA,AMM,NA,46452,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,1670.239508,1053.350739,NA,NA,NA,1670.239508
HICOWS,42969,1,43230,Ceanothus prostratus,Shrub,5,147,145,NA,NA,AMM,NA,106575,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,3832.036846,2416.706601,NA,NA,NA,3832.036846
HICOWS,42969,1,43230,Ceanothus prostratus,Shrub,3,207,155,NA,NA,AMM,NA,96255,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,3460.968395,2182.689128,NA,NA,NA,3460.968395
HICOWS,42969,1,43230,Ceanothus prostratus,Shrub,3,88,75,NA,NA,AMM,NA,19800,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,711.9336576,448.987011,NA,NA,NA,711.9336576
HICOWS,42969,1,43230,Ceanothus prostratus,Shrub,3,160,108,NA,NA,AMM,NA,51840,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,1863.971758,1175.529629,NA,NA,NA,1863.971758
HICOWS,42969,1,15-20,Arctostaphylos patula,Shrub,42,75,83,NA,NA,AMM,NA,261450,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,2372.591856,1714.989119,NA,NA,NA,2372.591856
HICOWS,42969,1,15-20,Ceanothus integerrimus,Shrub,98,160,160,NA,NA,AMM,NA,2508800,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,11511.03421,7845.920768,NA,NA,NA,11511.03421
HICOWS,42969,1,15-20,Ceanothus prostratus,Shrub,4,131,141,NA,NA,AMM,NA,73884,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,2656.59123,1675.401834,NA,NA,NA,2656.59123
HICOWS,42969,1,15-20,Ceanothus prostratus,Shrub,8,209,150,NA,NA,AMM,NA,250800,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,9017.82633,5687.168806,NA,NA,NA,9017.82633
HICOWS,42969,1,15-20,Ceanothus prostratus,Shrub,9,97,155,NA,NA,AMM,NA,135315,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,4865.419337,3068.41805,NA,NA,NA,4865.419337
HICOWS,42969,1,43388,Arctostaphylos patula,Shrub,57,48,43,NA,NA,AMM,NA,117648,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,1067.625499,771.7155854,NA,NA,NA,1067.625499
HICOWS,42969,1,43388,Arctostaphylos patula,Shrub,50,111,126,NA,NA,AMM,NA,699300,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,6345.968579,4587.079329,NA,NA,NA,6345.968579
HICOWS,42969,1,43388,Arctostaphylos viscida,Shrub,40,72,79,NA,NA,AMM,NA,227520,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,2064.685787,1492.424266,NA,NA,NA,2064.685787
HICOWS,42969,1,43388,Ceanothus prostratus,Shrub,3,89,71,NA,NA,AMM,NA,18957,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,681.6225428,429.8710489,NA,NA,NA,681.6225428
HICOWS,42969,1,43388,Ceanothus prostratus,Shrub,6,124,156,NA,NA,AMM,NA,116064,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,4173.225658,2631.880224,NA,NA,NA,4173.225658
HICOWS,42969,1,43388,Ceanothus prostratus,Shrub,46,102,88,NA,NA,AMM,NA,412896,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,14846.18987,9362.875803,NA,NA,NA,14846.18987
HICOWS,42969,1,43388,Ceanothus prostratus,Shrub,6,185,73,NA,NA,AMM,NA,81030,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,2913.534559,1837.445328,NA,NA,NA,2913.534559
HICOWS,42969,1,43388,Ceanothus prostratus,Shrub,3,121,82,NA,NA,AMM,NA,29766,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,1070.273599,674.9771399,NA,NA,NA,1070.273599
HICOWS,42969,1,43388,Ceanothus prostratus,Shrub,3,112,106,NA,NA,AMM,NA,35616,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,1280.617634,807.6323931,NA,NA,NA,1280.617634
HICOWS,42969,1,43388,Ceanothus prostratus,Shrub,3,125,89,NA,NA,AMM,NA,33375,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,1200.039688,756.8152269,NA,NA,NA,1200.039688
HICOWS,42969,1,43388,Ceanothus prostratus,Shrub,6,90,120,NA,NA,AMM,NA,64800,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,2329.964698,1469.412036,NA,NA,NA,2329.964698
HICOWS,42969,1,43388,Ceanothus prostratus,Shrub,6,127,90,NA,NA,AMM,NA,68580,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,2465.879305,1555.127738,NA,NA,NA,2465.879305
HICOWS,42969,1,43388,Ceanothus prostratus,Shrub,5,117,78,NA,NA,AMM,NA,45630,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,1640.683475,1034.710975,NA,NA,NA,1640.683475
HICOWS,42969,1,43388,Ceanothus prostratus,Shrub,4,89,95,NA,NA,AMM,NA,33820,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,1216.040217,766.9060966,NA,NA,NA,1216.040217
HICOWS,42969,1,43388,Ceanothus prostratus,Shrub,4,99,89,NA,NA,AMM,NA,35244,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,1267.241911,799.1968796,NA,NA,NA,1267.241911
HICOWS,42969,1,43388,Ribes sp.,Shrub,59,129,112,NA,NA,AMM,NA,852432,Shrub,12,0.010039295,0.004420244,0.011212273,0.036363636,0.00128,0.007654652,0.003249517,0.010409854,0.036363636,0.000530612,8557.81596,6525.070101,NA,NA,NA,8557.81596
HICOWS,42969,1,20-25,Ceanothus cordulatus,Shrub,46,140,45,NA,NA,AMM,NA,289800,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,2093.681297,1499.703863,NA,NA,NA,2093.681297
HICOWS,42969,1,20-25,Ceanothus integerrimus,Shrub,93,155,102,NA,NA,AMM,NA,1470330,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,6746.260737,4598.251229,NA,NA,NA,6746.260737
HICOWS,42969,1,20-25,Ceanothus integerrimus,Shrub,88,170,180,NA,NA,AMM,NA,2692800,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,12355.27461,8421.355008,NA,NA,NA,12355.27461
HICOWS,42969,1,20-25,Ceanothus integerrimus,Shrub,84,90,83,NA,NA,AMM,NA,627480,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,2879.043267,1962.355853,NA,NA,NA,2879.043267
HICOWS,42969,1,20-25,Ceanothus integerrimus,Shrub,86,95,105,NA,NA,AMM,NA,857850,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,3936.041415,2682.805776,NA,NA,NA,3936.041415
HICOWS,42969,1,20-25,Ceanothus integerrimus,Shrub,96,96,80,NA,NA,AMM,NA,737280,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,3382.834545,2305.739981,NA,NA,NA,3382.834545
HICOWS,42969,1,20-25,Ceanothus integerrimus,Shrub,71,83,63,NA,NA,AMM,NA,371259,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,1703.433933,1161.060546,NA,NA,NA,1703.433933
HICOWS,42969,1,20-25,Ceanothus integerrimus,Shrub,64,60,46,NA,NA,AMM,NA,176640,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,810.4707763,552.4168704,NA,NA,NA,810.4707763
HICOWS,42969,1,20-25,Ceanothus integerrimus,Shrub,68,82,68,NA,NA,AMM,NA,379168,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,1739.722505,1185.794836,NA,NA,NA,1739.722505
HICOWS,42969,1,20-25,Ceanothus integerrimus,Shrub,45,78,68,NA,NA,AMM,NA,238680,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,1095.126613,746.4382848,NA,NA,NA,1095.126613
HICOWS,42969,1,20-25,Ceanothus integerrimus,Shrub,68,61,53,NA,NA,AMM,NA,219844,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,1008.702091,687.5313318,NA,NA,NA,1008.702091
HICOWS,42969,1,20-25,Ceanothus integerrimus,Shrub,79,82,70,NA,NA,AMM,NA,453460,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,2080.59374,1418.132666,NA,NA,NA,2080.59374
HICOWS,42969,1,20-25,Ceanothus integerrimus,Shrub,62,63,53,NA,NA,AMM,NA,207018,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,949.8530297,647.4198125,NA,NA,NA,949.8530297
HICOWS,42969,1,20-25,Ceanothus integerrimus,Shrub,59,89,62,NA,NA,AMM,NA,325562,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,1493.764079,1018.149576,NA,NA,NA,1493.764079
HICOWS,42969,1,20-25,Ceanothus integerrimus,Shrub,96,115,71,NA,NA,AMM,NA,783840,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,3596.46407,2451.349862,NA,NA,NA,3596.46407
HICOWS,42969,1,20-25,Ceanothus integerrimus,Shrub,70,135,141,NA,NA,AMM,NA,1332450,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,6113.631034,4167.050832,NA,NA,NA,6113.631034
HICOWS,42969,1,20-25,Ceanothus prostratus,Shrub,2,68,55,NA,NA,AMM,NA,7480,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,268.9527151,169.6173153,NA,NA,NA,268.9527151
HICOWS,42969,1,20-25,Ceanothus prostratus,Shrub,2,55,50,NA,NA,AMM,NA,5500,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,197.7593493,124.7186142,NA,NA,NA,197.7593493
HICOWS,42969,1,20-25,Ceanothus prostratus,Shrub,2,116,103,NA,NA,AMM,NA,23896,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,859.2104385,541.8683644,NA,NA,NA,859.2104385
HICOWS,42969,1,20-25,Ceanothus prostratus,Shrub,5,150,84,NA,NA,AMM,NA,63000,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,2265.243456,1428.595035,NA,NA,NA,2265.243456
HICOWS,42969,1,20-25,Ceanothus prostratus,Shrub,7,141,90,NA,NA,AMM,NA,88830,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,3193.993273,2014.318999,NA,NA,NA,3193.993273
HICOWS,42969,1,20-25,Ceanothus prostratus,Shrub,5,89,95,NA,NA,AMM,NA,42275,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,1520.050271,958.6326207,NA,NA,NA,1520.050271
HICOWS,42969,1,20-25,Ceanothus prostratus,Shrub,4,92,40,NA,NA,AMM,NA,14720,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,529.2759313,333.7923637,NA,NA,NA,529.2759313
