ID,Site,Date,Transect,Meter,Species,DBH_cm,Intact,State,Height_m,Comments,Entered_by,Range,DBH_inch,Biomass
467,GRNTUR,10-Jul-17,1,35-40,Tsuga mertensiana,35.4,Y,H,,,JMP,,13.9370154,551.1674751
468,GRNTUR,10-Jul-17,1,40-45,Abies magnifica,18.3,Y,H,,,JMP,,7.2047283,107.2094384
469,GRNTUR,10-Jul-17,1,45-50,Tsuga mertensiana,105.4,Y,H,,,JMP,,41.4960854,8261.588871
470,GRNTUR,10-Jul-17,1,45-50,Abies magnifica,19.9,Y,H,,,JMP,,7.8346499,131.9960427
471,GRNTUR,10-Jul-17,2,40-45,Tsuga mertensiana,72,Y,H,,,JMP,,28.346472,3209.014975
472,GRNTUR,10-Jul-17,2,40-45,Tsuga mertensiana,18,Y,H,,,JMP,,7.086618,102.9011152
473,GRNTUR,10-Jul-17,2,40-45,Tsuga mertensiana,72,Y,H,,,JMP,,28.346472,3209.014975
474,GRNTUR,10-Jul-17,2,30-35,Abies magnifica,52,Y,D,,,JMP,,20.472452,1350.169146
475,GRNTUR,10-Jul-17,2,25-30,UNKNOWN,62,N,D,30,"DEAD, UNIDENTIFIABLE, BURNED, DBH INACCURATE BECAUSE GETS BIGGER THE HIGHER YOU GO",JMP,,24.409462,1866.348245
476,GRNTUR,10-Jul-17,2,25-30,Abies magnifica,23,Y,H,,,JMP,,9.055123,189.0507216
477,GRNTUR,10-Jul-17,2,25-30,Abies magnifica,17.8,Y,H,,,JMP,,7.0078778,100.0873247
478,GRNTUR,10-Jul-17,2,25-30,Abies magnifica,23,Y,H,,,JMP,,9.055123,189.0507216
479,GRNTUR,10-Jul-17,2,25-30,Abies magnifica,24,Y,H,,,JMP,,9.448824,210.1082291
480,GRNTUR,10-Jul-17,2,25-30,Abies magnifica,39.6,Y,H,,,JMP,,15.5905596,727.9603439
481,GRNTUR,10-Jul-17,2,20-25,Abies magnifica,28.8,Y,H,,,JMP,,11.3385888,330.311281
482,GRNTUR,10-Jul-17,2,15-20,Abies magnifica,16.5,Y,D,,,JMP,,6.4960665,77.27353586
483,GRNTUR,10-Jul-17,2,15-20,Abies magnifica,24.8,Y,D,,,JMP,,9.7637848,213.7487948
484,GRNTUR,10-Jul-17,2,15-20,Abies magnifica,36.4,Y,D,,,JMP,,14.3307164,555.9486149
485,GRNTUR,10-Jul-17,2,15-20,Abies magnifica,17,Y,D,,,JMP,,6.692917,83.26340415
486,GRNTUR,10-Jul-17,2,15-20,Tsuga mertensiana,58.6,Y,H,,,JMP,,23.0708786,1925.076673
487,GRNTUR,10-Jul-17,2,15-Oct,Abies magnifica,47.5,Y,H,,,JMP,,18.7007975,1143.2321
488,GRNTUR,10-Jul-17,2,0-5,Abies magnifica,31.9,Y,H,,,JMP,,12.5590619,425.689647
489,GRNTUR,10-Jul-17,2,0-5,Abies magnifica,38.7,Y,D,,,JMP,,15.2362287,647.5313976
490,GRNTUR,10-Jul-17,2,0-5,Pinus ponderosa,51.6,Y,H,,,JMP,,20.3149716,1172.01635
491,GRNTUR,10-Jul-17,2,25-30,Abies magnifica,36.8,Y,H,,,JMP,,14.4881968,606.8504305
492,GRNTUR,10-Jul-17,2,25-30,Tsuga mertensiana,32.7,Y,H,,,JMP,,12.8740227,452.6741352
493,GRNTUR,10-Jul-17,2,30-35,Pinus ponderosa,40.4,Y,H,,,JMP,,15.9055204,645.9232208
494,GRNTUR,10-Jul-17,2,30-35,UNKNOWN,20.5,N,D,8,Dead snag,JMP,,8.0708705,103.660782
495,GRNTUR,10-Jul-17,2,30-35,Pinus ponderosa,60,Y,H,,,JMP,,23.62206,1692.089737
496,GRNTUR,10-Jul-17,2,30-35,Abies magnifica,26.6,Y,H,,,JMP,,10.4724466,271.1990602
497,GRNTUR,10-Jul-17,2,35-40,Abies magnifica,36,Y,H,,,JMP,,14.173236,574.6400782
498,GRNTUR,10-Jul-17,2,35-40,Pinus ponderosa,70.6,Y,H,,,JMP,,27.7952906,2514.533803
499,GRNTUR,10-Jul-17,2,35-40,Pinus ponderosa,21,Y,H,,,JMP,,8.267721,131.3030071
500,GRNTUR,10-Jul-17,2,40-45,Abies magnifica,15.8,Y,H,,,JMP,,6.2204758,74.46198042
501,GRNTUR,10-Jul-17,2,40-45,Abies magnifica,39.8,Y,D,,,JMP,,15.6692998,694.3052643
502,GRNTUR,10-Jul-17,2,40-45,Tsuga mertensiana,20.6,Y,UH,,,JMP,,8.1102406,143.8192461
503,GRNTUR,10-Jul-17,2,40-45,Pinus ponderosa,34.5,Y,H,,,JMP,,13.5826845,439.7831912
504,GRNWOO,03-Jul-17,1,45-50,Abies concolor,68,Y,D,,,JMP,,26.771668,2630.310097
505,GRNWOO,03-Jul-17,1,40-45,Calocedrus decurrens,32,Y,UH,,,JMP,,12.598432,329.0436944
506,GRNWOO,03-Jul-17,1,40-45,Abies concolor,51,Y,D,,,JMP,,20.078751,1286.52468
507,GRNWOO,03-Jul-17,1,35-40,Calocedrus decurrens,21,Y,UH,,,JMP,,8.267721,127.0505567
508,GRNWOO,03-Jul-17,1,35-40,Abies sp.,20,Y,D,,red fir?,JMP,,7.87402,124.9713887
509,GRNWOO,03-Jul-17,1,35-40,Calocedrus decurrens,20,Y,UH,,,JMP,,7.87402,113.7904219
510,GRNWOO,03-Jul-17,1,30-35,Quercus kelloggii,42,Y,H,,,JMP,,16.535442,1194.562615
511,GRNWOO,03-Jul-17,1,25-30,Calocedrus decurrens,29,Y,D,,,JMP,,11.417329,247.4770516
512,GRNWOO,03-Jul-17,1,25-30,Calocedrus decurrens,16,Y,UH,,,JMP,,6.299216,68.73320675
513,GRNWOO,03-Jul-17,1,20-25,Abies concolor,15,Y,UH,,,JMP,,5.905515,65.45453431
514,GRNWOO,03-Jul-17,1,20-25,Calocedrus decurrens,33,N,D,6,,JMP,,12.992133,190.0075111
515,GRNWOO,03-Jul-17,1,15-20,Abies concolor,25,Y,D,,,JMP,,9.842525,218.0726261
516,GRNWOO,03-Jul-17,1,10-May,Pinus jeffreyi,23,Y,H,,,JMP,,9.055123,163.8604034
517,GRNWOO,03-Jul-17,1,10-May,Calocedrus decurrens,33,Y,H,,,JMP,,12.992133,352.732466
518,GRNWOO,03-Jul-17,1,15-Oct,Abies concolor,61,Y,D,,,JMP,,24.015761,2007.906433
519,GRNWOO,03-Jul-17,1,15-20,Abies concolor,48,Y,UH,,,JMP,,18.897648,1173.326538
520,GRNWOO,03-Jul-17,1,15-20,Abies concolor,24,Y,D,,,JMP,,9.448824,196.967089
521,GRNWOO,03-Jul-17,1,20-25,Abies concolor,21,N,D,12,,JMP,,8.267721,151.7081451
522,GRNWOO,03-Jul-17,1,25-30,Calocedrus decurrens,37,Y,H,,,JMP,,14.566937,456.7726339
523,GRNWOO,03-Jul-17,2,0-5,Pseudotsuga menziesii,58,Y,H,,,JMP,,22.834658,2189.20227
524,GRNWOO,03-Jul-17,2,15-Oct,Calocedrus decurrens,41,N,UH,11,,JMP,,16.141741,575.996747
525,GRNWOO,03-Jul-17,2,15-Oct,Pseudotsuga menziesii,68,Y,H,,,JMP,,26.771668,3229.126924
526,GRNWOO,03-Jul-17,2,20-25,Abies concolor,36,Y,D,,,JMP,,14.173236,540.8659898
527,GRNWOO,03-Jul-17,2,20-25,Abies concolor,17,N,D,5,,JMP,,6.692917,54.65303316
528,GRNWOO,03-Jul-17,2,20-25,Pseudotsuga menziesii,45,Y,H,,,JMP,,17.716545,1177.536465
529,GRNWOO,03-Jul-17,2,15-20,Abies concolor,92,Y,H,,,JMP,,36.220492,5895.627038
530,GRNWOO,03-Jul-17,2,30-35,Pinus ponderosa,50,Y,H,,,JMP,,19.68505,1085.487871
531,GRNWOO,03-Jul-17,2,30-35,Abies concolor,58,Y,H,,,JMP,,22.834658,1876.536907
532,GRNWOO,03-Jul-17,2,30-35,Abies concolor,57,Y,H,,,JMP,,22.440957,1797.275913
533,GRNWOO,03-Jul-17,2,35-40,UNKNOWN,35,N,D,14,too decayed,JMP,,13.779535,388.3701898
534,GRNWOO,03-Jul-17,2,40-45,Abies concolor,65,Y,H,,,JMP,,25.590565,2489.717605
535,GRNWOO,03-Jul-17,2,45-50,Pinus ponderosa,29,N,UH,13,,JMP,,11.417329,288.1348548
536,GRNWOO,03-Jul-17,2,40-45,Pinus ponderosa,67,Y,H,,,JMP,,26.377967,2213.667805
537,GRNWOO,03-Jul-17,2,35-40,Pinus ponderosa,42,Y,H,,,JMP,,16.535442,709.9906164
538,GRNWOO,03-Jul-17,2,30-35,Abies concolor,48,Y,D,,,JMP,,18.897648,1106.475911
539,GRNWOO,03-Jul-17,2,25-30,Abies concolor,51,Y,D,,,JMP,,20.078751,1286.52468
540,GRNWOO,03-Jul-17,2,30-35,Pinus ponderosa,46,Y,H,,,JMP,,18.110246,886.0372001
541,GRNWOO,03-Jul-17,2,20-25,Abies concolor,42,Y,D,,,JMP,,16.535442,793.7590244
542,GRNWOO,03-Jul-17,2,15-20,Calocedrus decurrens,82,Y,H,,,JMP,,32.283482,2757.445877
543,HIBADR,28-Aug-17,1,45-50,Pinaceae,161,Y,D,,,JMP,,63.385861,15899.22616
544,HIBADR,28-Aug-17,1,40-45,Pinaceae,23.1,Y,D,,,JMP,,9.0944931,164.3302074
545,HIBADR,28-Aug-17,1,35-40,Pinaceae,18.6,Y,D,,,JMP,,7.3228386,98.45059966
546,HIBADR,28-Aug-17,1,35-40,Pinaceae,19.3,Y,D,,,JMP,,7.5984293,107.4441949
547,HIBADR,28-Aug-17,1,30-35,Pinaceae,18.6,Y,D,,,JMP,,7.3228386,98.45059966
548,HIBADR,28-Aug-17,1,30-35,Pinaceae,43.9,Y,D,,,JMP,,17.2834739,747.2459647
549,HIBADR,28-Aug-17,1,25-30,Quercus kelloggii,34,N,D,10,,JMP,,13.385834,489.7903144
550,HIBADR,28-Aug-17,1,20-25,Pinaceae,23.2,Y,D,,,JMP,,9.1338632,166.0158852
551,HIBADR,28-Aug-17,1,20-25,Pinaceae,18.9,Y,D,,,JMP,,7.4409489,102.2497972
552,HIBADR,28-Aug-17,1,20-25,Pinaceae,52,N,D,4,,JMP,,20.472452,401.094843
553,HIBADR,28-Aug-17,1,15-Oct,Pinaceae,16.2,Y,D,,,JMP,,6.3779562,70.97924313
554,HIBADR,28-Aug-17,1,0-5,Pinaceae,25.1,Y,D,,,JMP,,9.8818951,199.9379714
555,HIBADR,28-Aug-17,1,0-5,Pinaceae,16.8,Y,D,,,JMP,,6.6141768,77.36681387
556,HIBADR,28-Aug-17,1,10-May,Pinaceae,18.1,N,D,8,,JMP,,7.1259881,83.79931817
557,HIBADR,28-Aug-17,1,15-Oct,Pinaceae,18,Y,D,,,JMP,,7.086618,91.09859209
558,HIBADR,28-Aug-17,1,15-Oct,Pinaceae,27,Y,D,,,JMP,,10.629927,237.5266275
559,HIBADR,28-Aug-17,1,15-20,Pinaceae,16,Y,D,,,JMP,,6.299216,68.91992766
560,HIBADR,28-Aug-17,1,15-20,Pinaceae,18.8,Y,D,,,JMP,,7.4015788,100.9742264
561,HIBADR,28-Aug-17,1,20-25,Pinaceae,15.9,Y,D,,,JMP,,6.2598459,67.90328641
562,HIBADR,28-Aug-17,1,20-25,Pinaceae,20.3,Y,D,,,JMP,,7.9921303,121.0808914
563,HIBADR,28-Aug-17,1,20-25,Pinaceae,15.2,Y,D,,,JMP,,5.9842552,61.02797916
564,HIBADR,28-Aug-17,1,25-30,Pinaceae,25.8,Y,D,,,JMP,,10.1574858,213.3546934
565,HIBADR,28-Aug-17,1,30-35,Pinaceae,28.3,N,D,9,,JMP,,11.1417383,196.3095068
566,HIBADR,28-Aug-17,1,35-40,Pinaceae,39.1,N,D,12,"HOLLOW ON ONE SIDE, RESPROUTING",JMP,,15.3937091,420.9632451
567,HIBADR,30-Aug-17,2,0-5,Pinaceae,19.5,Y,D,,,JMP,,7.6771695,110.0969002
568,HIBADR,30-Aug-17,2,0-5,Pinaceae,15.8,Y,D,,,JMP,,6.2204758,66.89529736
569,HIBADR,30-Aug-17,2,0-5,Pinaceae,20.1,Y,D,,,JMP,,7.9133901,118.2786527
570,HIBADR,30-Aug-17,2,0-5,Quercus kelloggii,69.7,Y,D,,,JMP,,27.4409597,4023.829449
571,HIBADR,30-Aug-17,2,10-May,Pinaceae,20.5,Y,D,,,JMP,,8.0708705,123.9208431
572,HIBADR,30-Aug-17,2,0-5,Pinaceae,15.5,Y,D,,,JMP,,6.1023655,63.92305115
573,HIBADR,30-Aug-17,2,10-May,Pinaceae,23,Y,D,,,JMP,,9.055123,162.6543956
574,HIBADR,30-Aug-17,2,10-May,Pinaceae,31.1,N,D,6,,JMP,,12.2441011,179.489585
575,HIBADR,30-Aug-17,2,10-May,Quercus kelloggii,36.9,N,D,3,,JMP,,14.5275669,290.5718306
576,HIBADR,30-Aug-17,2,10-May,Pinaceae,25.4,Y,D,,,JMP,,10.0000054,205.6267655
577,HIBADR,30-Aug-17,2,10-May,Pinaceae,28,Y,D,,,JMP,,11.023628,258.8152183
578,HIBADR,30-Aug-17,2,10-May,Pinaceae,37,Y,D,,,JMP,,14.566937,499.4212177
579,HIBADR,30-Aug-17,2,10-May,Pinaceae,18,Y,D,,,JMP,,7.086618,91.09859209
580,HIBADR,30-Aug-17,2,10-May,Pinaceae,29.8,Y,D,,,JMP,,11.7322898,299.8033071
581,HIBADR,30-Aug-17,2,10-May,Pinaceae,27.7,Y,D,,,JMP,,10.9055177,252.3184177
582,HIBADR,30-Aug-17,2,10-May,Pinaceae,30.5,Y,D,,,JMP,,12.0078805,316.6829769
583,HIBADR,30-Aug-17,2,15-Oct,Quercus kelloggii,49.5,Y,D,,,JMP,,19.4881995,1748.096647
584,HIBADR,30-Aug-17,2,15-20,Quercus kelloggii,42.1,Y,D,,,JMP,,16.5748121,1178.168026
585,HIBADR,30-Aug-17,2,15-20,Quercus kelloggii,26.1,Y,D,,,JMP,,10.2755961,367.2792772
586,HIBADR,30-Aug-17,2,15-20,Pinaceae,21.8,Y,D,,,JMP,,8.5826818,143.3086909
587,HIBADR,30-Aug-17,2,15-20,Quercus kelloggii,28.5,Y,D,,,JMP,,11.2204785,455.1660368
588,HIBADR,30-Aug-17,2,15-20,Quercus kelloggii,42,Y,D,,,JMP,,16.535442,1171.359803
589,HIBADR,30-Aug-17,2,15-20,Pinaceae,18,Y,D,,,JMP,,7.086618,91.09859209
590,HIBADR,30-Aug-17,2,15-20,Pinaceae,15.8,Y,D,,,JMP,,6.2204758,66.89529736
591,HIBADR,30-Aug-17,2,15-20,Pinaceae,17.1,Y,D,,,JMP,,6.7322871,80.67943719
592,HIBADR,30-Aug-17,2,15-20,Pinaceae,18,Y,D,,,JMP,,7.086618,91.09859209
593,HIBADR,30-Aug-17,2,15-20,Pinaceae,25,Y,D,,,JMP,,9.842525,198.0620412
594,HIBADR,30-Aug-17,2,15-20,Pinaceae,15.9,Y,D,,,JMP,,6.2598459,67.90328641
595,HIBADR,30-Aug-17,2,20-25,Quercus kelloggii,27,N,D,6,,JMP,,10.629927,208.3766227
596,HIBADR,30-Aug-17,2,20-25,Quercus kelloggii,18.5,N,D,2.5,,JMP,,7.2834685,55.41480505
597,HIBADR,30-Aug-17,2,20-25,Quercus kelloggii,27.5,N,D,4,,JMP,,10.8267775,171.6852851
598,HIBADR,30-Aug-17,2,20-25,Pinaceae,23,Y,D,,,JMP,,9.055123,162.6543956
599,HIBADR,30-Aug-17,2,15-20,Pinaceae,21.1,Y,D,,,JMP,,8.3070911,132.6682728
600,HIBADR,30-Aug-17,2,15-20,Pinaceae,19.5,Y,D,,,JMP,,7.6771695,110.0969002
601,HIBADR,30-Aug-17,2,20-25,Pinaceae,25.7,Y,D,,,JMP,,10.1181157,211.4073618
602,HIBADR,30-Aug-17,2,20-25,Pinaceae,17.7,Y,D,,,JMP,,6.9685077,87.54483891
603,HIBADR,30-Aug-17,2,20-25,Pinaceae,19.6,Y,D,,,JMP,,7.7165396,111.4371884
604,HIBADR,30-Aug-17,2,20-25,Pinaceae,15,Y,D,,,JMP,,5.905515,59.14054473
605,HIBADR,30-Aug-17,2,20-25,Pinaceae,33.5,Y,D,,,JMP,,13.1889835,395.1132636
606,HIBADR,30-Aug-17,2,20-25,Pinaceae,25.8,Y,D,,,JMP,,10.1574858,213.3546934
607,HIBADR,30-Aug-17,2,20-25,Pinaceae,18.8,Y,D,,,JMP,,7.4015788,100.9742264
608,HIBADR,30-Aug-17,2,25-30,Pinaceae,26.8,Y,D,,,JMP,,10.5511868,233.3943956
609,HIBADR,30-Aug-17,2,25-30,Pinaceae,19.5,Y,D,,,JMP,,7.6771695,110.0969002
610,HIBADR,30-Aug-17,2,25-30,Pinaceae,21,Y,D,,,JMP,,8.267721,131.1865682
611,HIBADR,30-Aug-17,2,25-30,Pinaceae,27.9,Y,D,,,JMP,,10.9842579,256.6390806
612,HIBADR,30-Aug-17,2,25-30,Pinaceae,17.4,Y,D,,,JMP,,6.8503974,84.07194882
613,HIBADR,30-Aug-17,2,30-35,Quercus kelloggii,19.9,N,D,8,,JMP,,7.8346499,127.8241745
614,HIBADR,30-Aug-17,2,30-35,Quercus kelloggii,24.2,N,D,12,,JMP,,9.5275642,266.8418955
615,HIBADR,30-Aug-17,2,35-40,Pinaceae,22.2,Y,D,,,JMP,,8.7401622,149.6012654
616,HIBADR,30-Aug-17,2,35-40,Pinaceae,15.5,Y,D,,,JMP,,6.1023655,63.92305115
617,HIBADR,30-Aug-17,2,35-40,Pinaceae,15.5,Y,D,,,JMP,,6.1023655,63.92305115
618,HIBADR,30-Aug-17,2,35-40,Pinaceae,15.3,Y,D,,,JMP,,6.0236253,61.98446077
619,HIBADR,30-Aug-17,2,40-45,Quercus kelloggii,35.5,Y,D,,,JMP,,13.9763855,777.5337713
620,HIBADR,30-Aug-17,2,40-45,Quercus kelloggii,35,Y,D,,,JMP,,13.779535,751.1089063
621,HIBADR,30-Aug-17,2,40-45,Pinaceae,16.6,Y,D,,,JMP,,6.5354366,75.20253612
622,HIBADR,30-Aug-17,2,40-45,Pinaceae,20.2,Y,D,,,JMP,,7.9527602,119.6750661
623,HIBADR,30-Aug-17,2,40-45,Pinaceae,15.5,Y,D,,,JMP,,6.1023655,63.92305115
624,HIBADR,30-Aug-17,2,40-45,Quercus kelloggii,41.5,Y,D,,,JMP,,16.3385915,1137.666693
625,HIBADR,30-Aug-17,2,40-45,Quercus kelloggii,52,Y,D,,,JMP,,20.472452,1971.064132
626,HIBADR,30-Aug-17,2,45-50,Pinaceae,19.3,Y,D,,,JMP,,7.5984293,107.4441949
627,HIBADR,30-Aug-17,2,45-50,Quercus kelloggii,26.5,N,D,8,,JMP,,10.4330765,241.8208705
628,HIBADR,30-Aug-17,2,45-50,Quercus kelloggii,28.4,N,D,15,,JMP,,11.1811084,451.9165618
629,HIBADR,30-Aug-17,2,45-50,Quercus kelloggii,30.6,Y,D,,,JMP,,12.0472506,541.326166
630,HIBADR,30-Aug-17,2,40-45,Pinaceae,18.3,Y,D,,,JMP,,7.2047283,94.73368764
631,HIBADR,30-Aug-17,2,40-45,Quercus kelloggii,30.5,Y,D,,,JMP,,12.0078805,537.0229835
632,HICAMP,26-Jun-17,1,10-May,Pinus jeffreyi,21,Y,D,,,MJH,,8.267721,122.86894
633,HICAMP,26-Jun-17,1,15-Oct,Quercus kelloggii,26,Y,D,,,MJH,,10.236226,363.856458
634,HICAMP,26-Jun-17,1,15-Oct,Quercus kelloggii,27,Y,D,,,MJH,,10.629927,398.9385514
635,HICAMP,26-Jun-17,1,15-Oct,Quercus kelloggii,21.5,Y,D,,,MJH,,8.4645715,228.8589811
636,HICAMP,26-Jun-17,1,15-Oct,Quercus kelloggii,21.5,Y,D,,,MJH,,8.4645715,228.8589811
637,HICAMP,26-Jun-17,1,15-Oct,Quercus kelloggii,46,Y,D,,,MJH,,18.110246,1462.063102
638,HICAMP,26-Jun-17,1,15-20,Quercus kelloggii,26,Y,D,,,MJH,,10.236226,363.856458
639,HICAMP,26-Jun-17,1,15-20,Pinus sp.,35,N,D,5,burnt,MJH,,13.779535,195.7392288
640,HICAMP,26-Jun-17,1,15-20,Quercus kelloggii,45,Y,D,,,MJH,,17.716545,1385.819689
641,HICAMP,26-Jun-17,1,15-20,Pinus sp.,21,Y,D,,burnt,MJH,,8.267721,122.86894
642,HICAMP,26-Jun-17,1,15-20,Pinus jeffreyi,23,Y,D,,,MJH,,9.055123,153.5283644
643,HICAMP,26-Jun-17,1,20-25,Pinus jeffreyi,19.5,Y,D,,,MJH,,7.6771695,102.466636
644,HICAMP,26-Jun-17,1,25-30,Quercus kelloggii,16,Y,D,,,MJH,,6.299216,111.2351082
645,HICAMP,26-Jun-17,1,25-30,Quercus kelloggii,62,N,D,10,,MJH,,24.409462,1791.267567
646,HICAMP,26-Jun-17,1,25-30,Quercus kelloggii,20.5,Y,D,,,MJH,,8.0708705,203.7440982
647,HICAMP,26-Jun-17,1,25-30,Pinus jeffreyi,20,Y,D,,,MJH,,7.87402,109.0256603
648,HICAMP,26-Jun-17,1,25-30,Pinus sp.,37.5,Y,D,,,MJH,,14.7637875,507.2708913
649,HICAMP,26-Jun-17,1,30-35,Pinus jeffreyi,55,Y,D,,,MJH,,21.653555,1291.946691
650,HICAMP,26-Jun-17,1,30-35,Pinus jeffreyi,31,Y,D,,,MJH,,12.204731,318.6130098
651,HICAMP,26-Jun-17,1,30-35,Quercus kelloggii,40,N,D,9,,MJH,,15.74804,647.540197
652,HICAMP,26-Jun-17,1,30-35,Quercus kelloggii,49,N,D,5,,MJH,,19.291349,703.4379645
653,HICAMP,26-Jun-17,1,30-35,Pinus jeffreyi,56,Y,D,,,MJH,,22.047256,1350.00737
654,HICAMP,26-Jun-17,1,30-35,Quercus kelloggii,76,N,D,4,,MJH,,29.921276,1671.694166
655,HICAMP,26-Jun-17,1,30-35,Quercus kelloggii,96,N,D,4,,MJH,,37.795296,2811.525043
656,HICAMP,26-Jun-17,1,35-40,Pinus jeffreyi,35,Y,D,,,MJH,,13.779535,428.5992638
657,HICAMP,26-Jun-17,1,35-40,Pinus jeffreyi,23,Y,D,,,MJH,,9.055123,153.5283644
658,HICAMP,26-Jun-17,1,35-40,Pinus jeffreyi,27,Y,D,,,MJH,,10.629927,227.2872459
659,HICAMP,26-Jun-17,1,35-40,Quercus kelloggii,80,N,D,7.5,,MJH,,31.49608,2579.52742
660,HICAMP,26-Jun-17,1,40-45,Quercus kelloggii,40,Y,D,,,MJH,,15.74804,1040.041991
661,HICAMP,26-Jun-17,1,40-45,Quercus kelloggii,38,Y,D,,,MJH,,14.960638,917.8217719
662,HICAMP,26-Jun-17,1,40-45,Pinus jeffreyi,19,Y,D,,,MJH,,7.480319,96.14583348
663,HICAMP,26-Jun-17,1,40-45,Pinus jeffreyi,22,Y,D,,,MJH,,8.661422,137.6964378
664,HICAMP,26-Jun-17,1,45-50,Pinus jeffreyi,19,Y,D,,,MJH,,7.480319,96.14583348
665,HICAMP,26-Jun-17,1,45-50,Pinus jeffreyi,16,Y,D,,,MJH,,6.299216,63.07012358
666,HICAMP,26-Jun-17,1,45-50,Quercus kelloggii,24,N,D,4.5,,MJH,,9.448824,134.7142456
667,HICAMP,26-Jun-17,1,45-50,Quercus kelloggii,20,Y,D,,,MJH,,7.87402,191.8266974
668,HICAMP,26-Jun-17,2,15-20,Pinus sp.,17.5,Y,D,Charred,,MJH,,6.8897675,78.58565715
669,HICAMP,26-Jun-17,2,20-25,Pinus sp.,16,Y,D,Charred,,MJH,,6.299216,63.07012358
670,HICAMP,26-Jun-17,2,20-25,Pinus sp.,23,Y,D,Charred,,MJH,,9.055123,153.5283644
671,HICAMP,26-Jun-17,2,20-25,Calocedrus decurrens,32.5,Y,D,,,MJH,,12.7952825,320.4746088
672,HICAMP,26-Jun-17,2,40-45,Quercus kelloggii,26,Y,D,,,MJH,,10.236226,363.856458
673,HICAMP,26-Jun-17,2,45-50,Quercus kelloggii,29,N,D,3.5,,MJH,,11.417329,180.8270722
674,HICAMP,26-Jun-17,2,45-50,Quercus kelloggii,18,Y,D,,,MJH,,7.086618,148.31723
675,HICAMP,26-Jun-17,2,45-50,UNKNOWN,21,Y,D,,"Charred, unknown (not cedar?)",MJH,,8.267721,131.1865682
676,HICORN,14-Aug-17,1,10-May,Pinaceae,17.3,Y,D,,,JMP,,6.8110273,82.93220476
677,HICORN,14-Aug-17,1,15-Oct,Pinaceae,55.1,N,D,9,,JMP,,21.6929251,657.416849
678,HICORN,14-Aug-17,1,15-20,Pinaceae,51.5,Y,D,,,JMP,,20.2756015,1088.395064
679,HICORN,14-Aug-17,1,30-35,Pinaceae,37.3,Y,D,,,JMP,,14.6850473,509.0185058
680,HICORN,14-Aug-17,1,30-35,Pinaceae,54.6,Y,D,,,JMP,,21.4960746,1248.99421
681,HICORN,14-Aug-17,1,30-35,Pinaceae,45.9,N,D,8,,JMP,,18.0708759,435.5242533
682,HICORN,14-Aug-17,1,25-30,Pinaceae,42,Y,D,,,JMP,,16.535442,673.2758075
683,HICORN,14-Aug-17,1,20-25,Pinaceae,45.5,Y,D,,,JMP,,17.9133955,812.9939269
684,HICORN,14-Aug-17,1,15-20,Pinaceae,39.8,Y,D,,,JMP,,15.6692998,593.1089251
685,HICORN,14-Aug-17,1,10-May,Pinaceae,47.7,Y,D,,,JMP,,18.7795377,908.6359902
686,HICORN,14-Aug-17,1,0-5,Pinaceae,52.6,Y,D,,,JMP,,20.7086726,1143.930752
687,HICORN,14-Aug-17,2,0-5,Pinaceae,51,Y,D,,,JMP,,20.078751,1063.675027
688,HICORN,14-Aug-17,2,15-Oct,Pinaceae,43,Y,D,,,JMP,,16.929143,711.6555469
689,HICORN,14-Aug-17,2,20-25,Pinaceae,36.2,Y,D,,,JMP,,14.2519762,474.3397496
690,HICORN,14-Aug-17,2,35-40,Pinaceae,53.9,Y,D,,,JMP,,21.2204839,1211.618599
691,HICORN,14-Aug-17,2,35-40,Pinaceae,47.3,Y,D,,,JMP,,18.6220573,890.7914529
692,HICORN,14-Aug-17,2,40-45,Pinaceae,41.7,Y,D,,,JMP,,16.4173317,661.9996146
693,HICORN,14-Aug-17,2,45-50,Pinaceae,60,Y,D,,,JMP,,23.62206,1559.507047
694,HICORN,14-Aug-17,2,35-40,Pinaceae,46,Y,D,,,JMP,,18.110246,834.1952694
695,HICORN,14-Aug-17,2,30-35,Pinaceae,58.6,Y,D,,,JMP,,23.0708786,1475.195244
696,HICORN,14-Aug-17,2,30-35,Pinaceae,46.4,Y,D,,,JMP,,18.2677264,851.382397
697,HICORN,14-Aug-17,2,15-20,Pinaceae,62.2,Y,D,,,JMP,,24.4882022,1697.465064
698,HICORN,14-Aug-17,2,15-Oct,Pinaceae,51.5,Y,D,,,JMP,,20.2756015,1088.395064
699,HICORN,14-Aug-17,2,0-5,Pinaceae,58.8,Y,D,,,JMP,,23.1496188,1487.075185
700,HICOWS,22-Aug-17,1,0-5,Pinaceae,44.5,Y,D,,,JMP,,17.5196945,771.5285617
701,HICOWS,22-Aug-17,1,15-Oct,Pinaceae,42.1,Y,D,,,JMP,,16.5748121,677.0588602
702,HICOWS,22-Aug-17,1,15-Oct,Pinaceae,21.5,Y,D,,,JMP,,8.4645715,138.6908211
703,HICOWS,22-Aug-17,1,20-25,Pinaceae,29.4,Y,D,,,JMP,,11.5748094,290.3954032
704,HICOWS,22-Aug-17,1,30-35,Pinaceae,18.1,Y,D,,,JMP,,7.1259881,92.30122905
705,HICOWS,22-Aug-17,1,30-35,Pinaceae,31.4,Y,D,,,JMP,,12.3622114,339.1691139
706,HICOWS,22-Aug-17,1,30-35,Pinaceae,18.2,Y,D,,,JMP,,7.1653582,93.51292171
