Site,Date,Transect,Meter,Species,Shrub_or_Tree,Height_cm,Width_cm,Length_cm,Tree DBH_cm,Comments,Entered by,Review comment
HICORN,15-Aug-17,2,10-May,Arctostaphylos patula,Shrub,53,61,52,,,AMM,
HICORN,15-Aug-17,2,10-May,Arctostaphylos patula,Shrub,37,61,60,,,AMM,
HICORN,15-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,21,62,53,,,AMM,
HICORN,15-Aug-17,2,0-5,Arctostaphylos patula,Shrub,50,37,34,,,AMM,
HICORN,15-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,27,77,29,,,AMM,
HICORN,15-Aug-17,2,0-5,Frangula rubra,Shrub,114,108,110,,,AMM,
HICORN,15-Aug-17,2,0-5,Frangula rubra,Shrub,93,144,108,,,AMM,
HICORN,15-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,69,112,149,,,AMM,
HICORN,15-Aug-17,2,0-5,Frangula rubra,Shrub,54,118,89,,,AMM,
HICORN,15-Aug-17,2,0-5,Symphoricarpos mollis,Shrub,7,65,60,,,AMM,
HICORN,15-Aug-17,2,0-5,Symphoricarpos mollis,Shrub,8,59,51,,,AMM,
HICORN,15-Aug-17,2,0-5,Symphoricarpos mollis,Shrub,9,50,42,,,AMM,
HICORN,15-Aug-17,2,0-5,Arctostaphylos patula,Shrub,34,54,31,,,AMM,
HICORN,15-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,35,32,50,,,AMM,
HICORN,15-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,49,180,144,,,AMM,
HICORN,15-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,30,67,70,,,AMM,
HICORN,15-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,30,74,84,,,AMM,
HICORN,15-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,15,39,57,,,AMM,
HICORN,15-Aug-17,2,0-5,Frangula rubra,Shrub,95,103,103,,,AMM,
HICORN,15-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,34,101,60,,,AMM,
HICORN,15-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,40,91,84,,,AMM,
HICORN,15-Aug-17,2,0-5,Arctostaphylos patula,Shrub,45,89,56,,,AMM,
HICORN,15-Aug-17,2,0-5,Arctostaphylos patula,Shrub,31,39,42,,,AMM,
HICORN,15-Aug-17,2,0-5,Arctostaphylos patula,Shrub,52,33,31,,,AMM,
HICORN,15-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,19,63,47,,,AMM,
HICORN,15-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,41,62,41,,,AMM,
HICOWS,22-Aug-17,1,0-5,Ceanothus prostratus,Shrub,4,160,140,,,AMM,
HICOWS,22-Aug-17,1,0-5,Ceanothus prostratus,Shrub,4,94,44,,,AMM,
HICOWS,22-Aug-17,1,0-5,Ceanothus prostratus,Shrub,3,80,77,,,AMM,
HICOWS,22-Aug-17,1,10-May,Ceanothus prostratus,Shrub,3,117,98,,,AMM,
HICOWS,22-Aug-17,1,10-May,Ceanothus cordulatus,Shrub,30,183,150,,,AMM,
HICOWS,22-Aug-17,1,10-May,Ceanothus prostratus,Shrub,2,112,113,,,AMM,
HICOWS,22-Aug-17,1,10-May,Ceanothus prostratus,Shrub,3,88,36,,,AMM,
HICOWS,22-Aug-17,1,10-May,Ceanothus prostratus,Shrub,4,86,83,,,AMM,
HICOWS,22-Aug-17,1,15-Oct,Ceanothus prostratus,Shrub,3,89,71,,,AMM,
HICOWS,22-Aug-17,1,15-Oct,Ceanothus prostratus,Shrub,6,124,156,,,AMM,
HICOWS,22-Aug-17,1,15-Oct,Ceanothus prostratus,Shrub,46,102,88,,,AMM,
HICOWS,22-Aug-17,1,15-Oct,Ceanothus prostratus,Shrub,6,185,73,,,AMM,
HICOWS,22-Aug-17,1,15-Oct,Ceanothus prostratus,Shrub,3,121,82,,,AMM,
HICOWS,22-Aug-17,1,15-Oct,Ceanothus prostratus,Shrub,3,112,106,,,AMM,
HICOWS,22-Aug-17,1,15-20,Ceanothus integerrimus,Shrub,98,160,160,,,AMM,
HICOWS,22-Aug-17,1,15-20,Arctostaphylos patula,Shrub,42,75,83,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus prostratus,Shrub,2,68,55,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,93,155,102,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus prostratus,Shrub,2,55,50,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus prostratus,Shrub,2,116,103,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus prostratus,Shrub,5,150,84,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus prostratus,Shrub,7,141,90,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,88,170,180,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,84,90,83,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,86,95,105,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,96,96,80,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus prostratus,Shrub,5,89,95,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus prostratus,Shrub,4,92,40,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,71,83,63,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,64,60,46,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,68,82,68,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,45,78,68,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,68,61,53,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,79,82,70,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,62,63,53,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,57,78,80,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,100,112,89,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,90,64,35,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus cordulatus,Shrub,55,68,52,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,77,80,52,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,81,50,71,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,72,69,72,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,80,102,82,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus prostratus,Shrub,3,54,32,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,83,125,88,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,128,102,112,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,115,112,42,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,108,71,48,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,93,72,68,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,115,138,122,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,155,185,190,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,102,61,53,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,131,129,102,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,138,83,72,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,125,71,68,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,108,106,94,,,AMM,
HICOWS,22-Aug-17,1,30-35,Chamaebatia foliolosa,Shrub,20,100,53,,,AMM,
HICOWS,22-Aug-17,1,30-35,Chamaebatia foliolosa,Shrub,16,63,71,,,AMM,
HICOWS,22-Aug-17,1,30-35,Chamaebatia foliolosa,Shrub,19,150,175,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus cordulatus,Shrub,60,54,29,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,61,52,47,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,53,70,54,,,AMM,
HICOWS,22-Aug-17,1,30-35,Chamaebatia foliolosa,Shrub,17,103,94,,,AMM,
HICOWS,22-Aug-17,1,35-40,Ceanothus integerrimus,Shrub,86,85,76,,,AMM,
HICOWS,22-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,11,131,116,,,AMM,
HICOWS,22-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,20,200,121,,,AMM,
HICOWS,22-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,22,68,55,,,AMM,
HICOWS,22-Aug-17,1,35-40,Ceanothus prostratus,Shrub,3,38,69,,,AMM,
HICOWS,22-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,19,91,52,,,AMM,
HICOWS,22-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,16,85,39,,,AMM,
HICOWS,22-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,18,78,50,,,AMM,
HICOWS,22-Aug-17,1,40-45,Chamaebatia foliolosa,Shrub,19,74,35,,,AMM,
HICOWS,22-Aug-17,1,40-45,Chamaebatia foliolosa,Shrub,23,90,64,,,AMM,
HICOWS,22-Aug-17,1,40-45,Chamaebatia foliolosa,Shrub,20,95,36,,,AMM,
HICOWS,22-Aug-17,1,40-45,Chamaebatia foliolosa,Shrub,20,76,44,,,AMM,
HICOWS,22-Aug-17,1,40-45,Ceanothus integerrimus,Shrub,82,90,61,,,AMM,
HICOWS,22-Aug-17,1,40-45,Chamaebatia foliolosa,Shrub,21,104,115,,,AMM,
HICOWS,22-Aug-17,1,40-45,Ceanothus prostratus,Shrub,5,165,56,,,AMM,
HICOWS,22-Aug-17,1,40-45,Chamaebatia foliolosa,Shrub,81,40,21,,,AMM,
HICOWS,22-Aug-17,1,40-45,Chamaebatia foliolosa,Shrub,18,148,40,,,AMM,
HICOWS,22-Aug-17,1,40-45,Ceanothus prostratus,Shrub,3,90,53,,,AMM,
HICOWS,22-Aug-17,1,40-45,Chamaebatia foliolosa,Shrub,16,61,119,,,AMM,
HICOWS,22-Aug-17,1,45-50,Ceanothus prostratus,Shrub,3,88,72,,,AMM,
HICOWS,22-Aug-17,1,45-50,Chamaebatia foliolosa,Shrub,16,61,119,,,AMM,
HICOWS,22-Aug-17,1,45-50,Ceanothus prostratus,Shrub,9,250,300,,,AMM,
HICOWS,22-Aug-17,1,45-50,Ceanothus integerrimus,Shrub,73,114,109,,,AMM,
HICOWS,22-Aug-17,1,45-50,Ceanothus prostratus,Shrub,3,72,64,,,AMM,
HICOWS,22-Aug-17,1,45-50,Chamaebatia foliolosa,Shrub,16,108,96,,,AMM,
HICOWS,22-Aug-17,1,45-50,Chamaebatia foliolosa,Shrub,11,70,31,,,AMM,
HICOWS,22-Aug-17,1,45-50,Ceanothus prostratus,Shrub,5,160,200,,,AMM,
HICOWS,22-Aug-17,1,45-50,Ceanothus prostratus,Shrub,4,155,110,,,AMM,
HICOWS,22-Aug-17,1,45-50,Ceanothus prostratus,Shrub,6,112,63,,,AMM,
HICOWS,22-Aug-17,1,45-50,Ceanothus prostratus,Shrub,4,129,150,,,AMM,
HICOWS,22-Aug-17,1,45-50,Ceanothus prostratus,Shrub,15,77,49,,,AMM,
HICOWS,22-Aug-17,1,45-50,Ceanothus prostratus,Shrub,7,102,200,,,AMM,
HICOWS,22-Aug-17,1,45-50,Ceanothus integerrimus,Shrub,75,122,69,,,AMM,
HICOWS,22-Aug-17,1,45-50,Ceanothus prostratus,Shrub,5,82,52,,,AMM,
HICOWS,22-Aug-17,1,45-50,Ceanothus prostratus,Shrub,6,125,64,,,AMM,
HICOWS,22-Aug-17,1,45-50,Ceanothus prostratus,Shrub,10,152,105,,,AMM,
HICOWS,22-Aug-17,1,45-50,Ceanothus prostratus,Shrub,2,104,100,,,AMM,
HICOWS,22-Aug-17,1,40-45,Ceanothus prostratus,Shrub,3,73,39,,,AMM,
HICOWS,22-Aug-17,1,40-45,Ceanothus prostratus,Shrub,5,136,58,,,AMM,
HICOWS,22-Aug-17,1,40-45,Ceanothus prostratus,Shrub,3,68,81,,,AMM,
HICOWS,22-Aug-17,1,40-45,Chamaebatia foliolosa,Shrub,18,102,60,,,AMM,
HICOWS,22-Aug-17,1,40-45,Ceanothus prostratus,Shrub,9,87,91,,,AMM,
HICOWS,22-Aug-17,1,40-45,Ceanothus prostratus,Shrub,4,90,68,,,AMM,
HICOWS,22-Aug-17,1,40-45,Ceanothus prostratus,Shrub,8,72,94,,,AMM,
HICOWS,22-Aug-17,1,35-40,Ceanothus prostratus,Shrub,5,85,30,,,AMM,
HICOWS,22-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,20,99,43,,,AMM,
HICOWS,22-Aug-17,1,35-40,Ceanothus integerrimus,Shrub,61,86,73,,,AMM,
HICOWS,22-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,21,56,35,,,AMM,
HICOWS,22-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,21,58,145,,,AMM,
HICOWS,22-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,4,110,70,,,AMM,
HICOWS,22-Aug-17,1,35-40,Ceanothus prostratus,Shrub,7,155,116,,,AMM,
HICOWS,22-Aug-17,1,35-40,Ceanothus prostratus,Shrub,2,95,88,,,AMM,
HICOWS,22-Aug-17,1,35-40,Ceanothus prostratus,Shrub,20,90,68,,,AMM,
HICOWS,22-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,78,103,85,,,AMM,
HICOWS,22-Aug-17,1,35-40,Ceanothus integerrimus,Shrub,21,89,45,,,AMM,
HICOWS,22-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,17,120,20,,,AMM,
HICOWS,22-Aug-17,1,35-40,Ceanothus cordulatus,Shrub,82,79,76,,,AMM,
HICOWS,22-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,21,89,45,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,89,122,93,,,AMM,
HICOWS,22-Aug-17,1,30-35,Chamaebatia foliolosa,Shrub,20,55,45,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,120,170,93,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,125,125,112,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,111,155,82,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,121,115,94,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus prostratus,Shrub,3,58,51,,,AMM,
HICOWS,22-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,130,220,160,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus cordulatus,Shrub,78,84,66,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,78,160,49,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,86,81,30,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,89,77,68,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,90,89,72,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,84,41,73,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,83,62,44,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,65,69,56,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,81,63,31,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,62,68,70,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,55,74,55,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,96,70,67,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,68,85,32,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,59,42,91,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus cordulatus,Shrub,55,34,35,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,57,36,40,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,69,47,42,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus prostratus,Shrub,50,33,5,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,65,71,170,,,AMM,
HICOWS,22-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,90,148,128,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus cordulatus,Shrub,46,140,45,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,59,89,62,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,96,115,71,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,70,135,141,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus prostratus,Shrub,3,90,82,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus prostratus,Shrub,3,68,34,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus prostratus,Shrub,9,152,69,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus prostratus,Shrub,6,59,44,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus prostratus,Shrub,5,175,127,,,AMM,
HICOWS,22-Aug-17,1,20-25,Ceanothus prostratus,Shrub,10,98,33,,,AMM,
HICOWS,22-Aug-17,1,15-20,Ceanothus prostratus,Shrub,4,131,141,,,AMM,
HICOWS,22-Aug-17,1,15-20,Ceanothus prostratus,Shrub,8,209,150,,,AMM,
HICOWS,22-Aug-17,1,15-20,Ceanothus prostratus,Shrub,9,97,155,,,AMM,
HICOWS,22-Aug-17,1,15-Oct,Arctostaphylos viscida,Shrub,57,48,43,,,AMM,
HICOWS,22-Aug-17,1,15-Oct,Ribes sp.,Shrub,59,129,112,,,AMM,
HICOWS,22-Aug-17,1,15-Oct,Arctostaphylos patula,Shrub,50,111,126,,,AMM,
HICOWS,22-Aug-17,1,15-Oct,Ceanothus prostratus,Shrub,3,125,89,,,AMM,
HICOWS,22-Aug-17,1,15-Oct,Ceanothus prostratus,Shrub,6,90,120,,,AMM,
HICOWS,22-Aug-17,1,15-Oct,Ceanothus prostratus,Shrub,6,127,90,,,AMM,
HICOWS,22-Aug-17,1,15-Oct,Arctostaphylos patula,Shrub,40,72,79,,,AMM,
HICOWS,22-Aug-17,1,15-Oct,Ceanothus prostratus,Shrub,5,117,78,,,AMM,
HICOWS,22-Aug-17,1,15-Oct,Ceanothus prostratus,Shrub,4,89,95,,,AMM,
HICOWS,22-Aug-17,1,15-Oct,Ceanothus prostratus,Shrub,4,99,89,,,AMM,
HICOWS,22-Aug-17,1,10-May,Arctostaphylos patula,Shrub,58,88,83,,,AMM,
HICOWS,22-Aug-17,1,10-May,Ceanothus prostratus,Shrub,5,131,103,,,AMM,
HICOWS,22-Aug-17,1,10-May,Ceanothus prostratus,Shrub,6,92,111,,,AMM,
HICOWS,22-Aug-17,1,10-May,Ceanothus prostratus,Shrub,3,111,71,,,AMM,
HICOWS,22-Aug-17,1,10-May,Ceanothus prostratus,Shrub,3,54,73,,,AMM,
HICOWS,22-Aug-17,1,10-May,Ceanothus prostratus,Shrub,5,160,103,,,AMM,
HICOWS,22-Aug-17,1,10-May,Ceanothus prostratus,Shrub,4,79,147,,,AMM,
HICOWS,22-Aug-17,1,10-May,Ceanothus prostratus,Shrub,5,147,145,,,AMM,
HICOWS,22-Aug-17,1,10-May,Ceanothus prostratus,Shrub,3,207,155,,,AMM,
HICOWS,22-Aug-17,1,10-May,Ceanothus prostratus,Shrub,3,88,75,,,AMM,
HICOWS,22-Aug-17,1,10-May,Ceanothus prostratus,Shrub,3,160,108,,,AMM,
HICOWS,22-Aug-17,1,0-5,Ceanothus cordulatus,Shrub,38,104,90,,,AMM,
HICOWS,22-Aug-17,1,0-5,Ceanothus prostratus,Shrub,4,125,79,,,AMM,
HICOWS,22-Aug-17,1,0-5,Ceanothus prostratus,Shrub,3,220,80,,,AMM,
HICOWS,22-Aug-17,1,0-5,Ceanothus cordulatus,Shrub,41,96,90,,,AMM,
HICOWS,22-Aug-17,1,0-5,Ceanothus prostratus,Shrub,4,119,80,,,AMM,
HICOWS,22-Aug-17,1,0-5,Ceanothus prostratus,Shrub,4,104,83,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,3,85,57,,,AMM,
HICOWS,22-Aug-17,2,0-5,Arctostaphylos viscida,Shrub,42,69,47,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,3,63,42,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,2,89,78,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,3,150,110,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,3,109,63,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,3,100,64,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,5,160,116,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,11,260,160,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,13,86,74,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,4,80,50,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,4,59,61,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,3,81,42,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,5,88,85,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,4,87,59,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,5,96,68,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,15,190,130,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,4,90,93,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,4,79,40,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus integerrimus,Shrub,82,84,59,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,5,78,47,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,3,83,59,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,4,60,47,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,6,57,43,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,3,50,43,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,3,57,57,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,4,82,63,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,6,78,31,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,4,78,82,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,3,64,45,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,4,88,50,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,3,109,84,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,5,103,80,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,5,84,55,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,6,114,49,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,6,79,44,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,8,135,115,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,5,114,75,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,3,50,33,,,AMM,
HICOWS,22-Aug-17,2,15-20,Ceanothus prostratus,Shrub,9,121,86,,,AMM,
HICOWS,22-Aug-17,2,15-20,Ceanothus prostratus,Shrub,4,98,73,,,AMM,
HICOWS,22-Aug-17,2,15-20,Ceanothus prostratus,Shrub,4,64,43,,,AMM,
HICOWS,22-Aug-17,2,15-20,Ceanothus prostratus,Shrub,9,270,170,,,AMM,
HICOWS,22-Aug-17,2,15-20,Quercus kelloggii,Tree,,,,3,"alive, intact, ~12 stems",AMM,"Saplings, correctly measured as small trees"
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,5,115,79,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,5,190,180,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,10,165,132,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,5,112,86,,,AMM,
HICOWS,22-Aug-17,2,25-30,Ceanothus prostratus,Shrub,3,117,89,,,AMM,
HICOWS,22-Aug-17,2,25-30,Ceanothus prostratus,Shrub,5,101,90,,,AMM,
HICOWS,22-Aug-17,2,30-35,Chamaebatia foliolosa,Shrub,18,64,68,,,AMM,
HICOWS,22-Aug-17,2,30-35,Chamaebatia foliolosa,Shrub,17,62,48,,,AMM,
HICOWS,22-Aug-17,2,30-35,Chamaebatia foliolosa,Shrub,31,66,58,,,AMM,
HICOWS,22-Aug-17,2,30-35,Chamaebatia foliolosa,Shrub,26,68,35,,,AMM,
HICOWS,22-Aug-17,2,30-35,Chamaebatia foliolosa,Shrub,29,102,70,,,AMM,
HICOWS,22-Aug-17,2,30-35,Chamaebatia foliolosa,Shrub,23,70,65,,,AMM,
HICOWS,22-Aug-17,2,30-35,Ceanothus integerrimus,Shrub,70,57,55,,,AMM,
HICOWS,22-Aug-17,2,30-35,Chamaebatia foliolosa,Shrub,18,89,33,,,AMM,
HICOWS,22-Aug-17,2,30-35,Chamaebatia foliolosa,Shrub,23,75,63,,,AMM,
HICOWS,22-Aug-17,2,30-35,Chamaebatia foliolosa,Shrub,28,120,78,,,AMM,
HICOWS,22-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,120,38,109,,,AMM,
HICOWS,22-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,29,150,75,,,AMM,
HICOWS,22-Aug-17,2,35-40,Ceanothus integerrimus,Shrub,69,133,103,,,AMM,
HICOWS,22-Aug-17,2,35-40,Chamaebatia foliolosa,Shrub,20,53,32,,,AMM,
