Site,Transect,Meter,Raw_data_entry,Species,Type,cover,Max_height_cm,Avg_height_cm,Comments,Entered by,Daniel
HISHRU,2,25,Soft Rooted Litter,BLANK,Soft rooted litter,1,2,2,,CT,
HISHRU,2,30,ceanothus integerrimus,Ceanothus integerrimus,Shrub,75,100,75,,CT,
HISHRU,2,30,erigeron canadensis,Erigeron canadensis,Dominant forb,55,23,17,,CT,
HISHRU,2,30,Forbs,BLANK,Forbs,3,15,10,,CT,
HISHRU,2,30,Soft Rooted Litter,BLANK,Soft rooted litter,90,4,2,,CT,
HISHRU,2,30,Soft Loose Litter,BLANK,Soft loose litter,6,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISHRU,2,30,Woody Litter,BLANK,Woody litter,2,1,1,,CT,
HISHRU,2,30,Bare Ground ,BLANK,Bare Ground,2,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISHRU,2,35,ceanothus integerrimus,Ceanothus integerrimus,Shrub,95,100,80,,CT,
HISHRU,2,35,rubus parviflorus,Rubus parviflorus,Shrub,3,47,40,,CT,
HISHRU,2,35,erigeron canadensis,Erigeron canadensis,Dominant forb,6,25,15,,CT,
HISHRU,2,35,Forbs,BLANK,Forbs,1,5,5,,CT,
HISHRU,2,35,Bare Ground ,BLANK,Bare Ground,55,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISHRU,2,35,Soft Loose Litter,BLANK,Soft loose litter,10,1,1,,CT,
HISHRU,2,35,Soft Rooted Litter,BLANK,Soft rooted litter,35,10,3,,CT,
HISHRU,2,35,Woody Litter,BLANK,Woody litter,1,1,1,,CT,
HISHRU,2,40,ceanothus integerrimus,Ceanothus integerrimus,Shrub,80,100,95,,CT,
HISHRU,2,40,erigeron canadensis,Erigeron canadensis,Dominant forb,7,45,30,,CT,
HISHRU,2,40,Forbs,BLANK,Forbs,5,20,15,,CT,
HISHRU,2,40,Woody Litter,BLANK,Woody litter,4,1,1,,CT,
HISHRU,2,40,Soft Loose Litter,BLANK,Soft loose litter,25,1,1,,CT,
HISHRU,2,40,Soft Rooted Litter,BLANK,Soft rooted litter,68,4,3,,CT,
HISHRU,2,40,Bare Ground ,BLANK,Bare Ground,3,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISHRU,2,45,ceanothus integerrimus,Ceanothus integerrimus,Shrub,15,100,70,,CT,
HISHRU,2,45,pseudognaphalium beniolens,Pseudognaphalium beneolens,Dominant forb,25,100,100,,CT,
HISHRU,2,45,gayophytum sp,Gayophytum sp.,Dominant forb,25,65,50,,CT,
HISHRU,2,45,Forbs,BLANK,Forbs,2,20,10,,CT,
HISHRU,2,45,Grasses,BLANK,Grass,30,75,60,,CT,
HISHRU,2,45,Rock,BLANK,Rocks,15,1,1,,CT,
HISHRU,2,45,Char,BLANK,Char,4,3,2,,CT,
HISHRU,2,45,Woody Litter,BLANK,Woody litter,6,2,1,,CT,
HISHRU,2,45,Soft Rooted Litter,BLANK,Soft rooted litter,20,4,3,,CT,
HISHRU,2,45,Bare Ground ,BLANK,Bare Ground,30,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISHRU,2,45,Soft Loose Litter,BLANK,Soft loose litter,25,1,1,,CT,
HISQUE,1,0,Arctostaphylus viscida,Arctostaphylos viscida,Shrub,12,55,40,,CT,
HISQUE,1,0,ceanothus prostratus,Ceanothus prostratus,Shrub,27,10,5,,CT,
HISQUE,1,0,Viola Lobata,Viola lobata,Dominant forb,3,15,7,,CT,
HISQUE,1,0,Woody Litter,BLANK,Woody litter,3,1,1,,CT,
HISQUE,1,0,Rock,BLANK,Rocks,6,3,1,,CT,
HISQUE,1,0,Bare Ground ,BLANK,Bare Ground,89,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,1,0,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1"
HISQUE,1,0,Soft Loose Litter,BLANK,Soft loose litter,2,1,1,,CT,
HISQUE,1,5,Arctostaphylus viscida,Arctostaphylos viscida,Shrub,10,30,25,,CT,
HISQUE,1,5,ceanothus prostratus,Ceanothus prostratus,Shrub,3,4,3,,CT,
HISQUE,1,5,Viola Lobata,Viola lobata,Dominant forb,2,6,5,,CT,
HISQUE,1,5,Woody Litter,BLANK,Woody litter,2,1,1,,CT,
HISQUE,1,5,Rock,BLANK,Rocks,15,2,1,,CT,
HISQUE,1,5,Bare Ground ,BLANK,Bare Ground,80,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,1,5,Char,BLANK,Char,2,2,2,,CT,
HISQUE,1,5,Soft Loose Litter,BLANK,Soft loose litter,1,1,1,,CT,
HISQUE,1,10,Arctostaphylus viscida,Arctostaphylos viscida,Shrub,6,30,22,,CT,
HISQUE,1,10,ceanothus cordulatus,Ceanothus cordulatus,Shrub,8,35,25,,CT,
HISQUE,1,10,ceanothus prostratus,Ceanothus prostratus,Shrub,11,4,3,,CT,
HISQUE,1,10,Ribes roezlii,Ribes roezlii,Shrub,7,20,15,,CT,
HISQUE,1,10,Woody Litter,BLANK,Woody litter,1,1,1,,CT,
HISQUE,1,10,Rock,BLANK,Rocks,20,3,1,,CT,
HISQUE,1,10,Bare Ground ,BLANK,Bare Ground,76,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,1,10,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1"
HISQUE,1,10,Soft Loose Litter,BLANK,Soft loose litter,1,0.5,0.5,,CT,
HISQUE,1,10,Soft Rooted Litter,BLANK,Soft rooted litter,2,17,10,,CT,
HISQUE,1,15,lathyrus sp,Lathyrus sp.,Dominant forb,2,5,4,,CT,
HISQUE,1,15,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1"
HISQUE,1,15,Rock,BLANK,Rocks,17,3,2,,CT,
HISQUE,1,15,Bare Ground ,BLANK,Bare Ground,74,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,1,15,Woody Litter,BLANK,Woody litter,2,1,0.5,,CT,
HISQUE,1,15,Soft Rooted Litter,BLANK,Soft rooted litter,7,55,10,,CT,
HISQUE,1,15,Soft Loose Litter,BLANK,Soft loose litter,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HISQUE,1,20,ceanothus integerrimus,Ceanothus integerrimus,Shrub,24,80,50,,CT,
HISQUE,1,20,lathyrus sp,Lathyrus sp.,Dominant forb,1,4,2,,CT,
HISQUE,1,20,Rock,BLANK,Rocks,30,2,1,,CT,
HISQUE,1,20,Bare Ground ,BLANK,Bare Ground,56,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,1,20,Char,BLANK,Char,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HISQUE,1,20,Woody Litter,BLANK,Woody litter,3,2,1,,CT,
HISQUE,1,20,Soft Loose Litter,BLANK,Soft loose litter,1,0.5,0.5,,CT,
HISQUE,1,20,Soft Rooted Litter,BLANK,Soft rooted litter,1,5,4,,CT,"In cover, T was replaced by 1"
HISQUE,1,25,ceanothus prostratus,Ceanothus prostratus,Shrub,1,3,1,,CT,"In cover, T was replaced by 1"
HISQUE,1,25,lathyrus sp,Lathyrus sp.,Dominant forb,7,4,3,,CT,
HISQUE,1,25,Rock,BLANK,Rocks,40,2,1,,CT,
HISQUE,1,25,Bare Ground ,BLANK,Bare Ground,55,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,1,25,Woody Litter,BLANK,Woody litter,2,1,1,,CT,
HISQUE,1,25,Char,BLANK,Char,1,1,1,,CT,
HISQUE,1,25,Soft Rooted Litter,BLANK,Soft rooted litter,2,3,2,,CT,
HISQUE,1,25,Soft Loose Litter,BLANK,Soft loose litter,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HISQUE,1,30,ceanothus integerrimus,Ceanothus integerrimus,Shrub,30,50,40,,CT,
HISQUE,1,30,ceanothus prostratus,Ceanothus prostratus,Shrub,1,2,2,,CT,"In cover, T was replaced by 1"
HISQUE,1,30,lathyrus sp,Lathyrus sp.,Dominant forb,5,7,5,,CT,
HISQUE,1,30,Rock,BLANK,Rocks,25,2,1,,CT,
HISQUE,1,30,Bare Ground ,BLANK,Bare Ground,72,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,1,30,Woody Litter,BLANK,Woody litter,2,1,1,,CT,
HISQUE,1,30,Char,BLANK,Char,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HISQUE,1,30,Soft Rooted Litter,BLANK,Soft rooted litter,1,1,1,,CT,
HISQUE,1,30,Soft Loose Litter,BLANK,Soft loose litter,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HISQUE,1,35,ceanothus integerrimus,Ceanothus integerrimus,Shrub,50,90,65,,CT,
HISQUE,1,35,ceanothus cordulatus,Ceanothus cordulatus,Shrub,15,45,20,,CT,
HISQUE,1,35,ceanothus prostratus,Ceanothus prostratus,Shrub,20,7,5,,CT,
HISQUE,1,35,Rock,BLANK,Rocks,25,2,2,,CT,
HISQUE,1,35,Bare Ground ,BLANK,Bare Ground,71,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,1,35,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1"
HISQUE,1,35,Woody Litter,BLANK,Woody litter,2,3,2,,CT,
HISQUE,1,35,Soft Rooted Litter,BLANK,Soft rooted litter,1,35,10,,CT,
HISQUE,1,35,Soft Loose Litter,BLANK,Soft loose litter,1,0.5,0.5,,CT,
HISQUE,1,40,ceanothus integerrimus,Ceanothus integerrimus,Shrub,30,100,90,,CT,
HISQUE,1,40,ceanothus prostratus,Ceanothus prostratus,Shrub,9,6,4,,CT,
HISQUE,1,40,Tree- dead,UNKNOWN,Tree,18,100,100,Pinaceae spp. (conifer)/pine,CT,
HISQUE,1,40,Bare Ground ,BLANK,Bare Ground,26,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,1,40,Rock,BLANK,Rocks,52,3,1,,CT,
HISQUE,1,40,Woody Litter,BLANK,Woody litter,2,1,1,,CT,
HISQUE,1,40,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1"
HISQUE,1,40,Soft Rooted Litter,BLANK,Soft rooted litter,1,1,1,,CT,
HISQUE,1,40,Soft Loose Litter,BLANK,Soft loose litter,1,1,1,,CT,
HISQUE,1,45,Arctostaphylus viscida,Arctostaphylos viscida,Shrub,16,47,30,,CT,
HISQUE,1,45,ceanothus integerrimus,Ceanothus integerrimus,Shrub,25,100,65,,CT,
HISQUE,1,45,Tree- dead,UNKNOWN,Tree,20,100,100,Pinaceae spp. (conifer)/pine,CT,
HISQUE,1,45,Char ,BLANK,Char,4,45,45,,CT,
HISQUE,1,45,Bare Ground ,BLANK,Bare Ground,59,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,1,45,Rock,BLANK,Rocks,10,2,1,,CT,
HISQUE,1,45,Woody Litter,BLANK,Woody litter,3,1,1,,CT,
HISQUE,1,45,Soft Rooted Litter,BLANK,Soft rooted litter,1,4,2,,CT,
HISQUE,1,45,Soft Loose Litter,BLANK,Soft loose litter,1,1,1,,CT,
HISQUE,1,45,Char,BLANK,Char,2,1,1,,CT,
HISQUE,2,0,lathyrus sp,Lathyrus sp.,Dominant forb,4,12,7,,CT,
HISQUE,2,0,Forbs,BLANK,Forbs,3,75,60,,CT,
HISQUE,2,0,Bare Ground ,BLANK,Bare Ground,47,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,2,0,Rock,BLANK,Rocks,35,3,1,,CT,
HISQUE,2,0,Woody Litter,BLANK,Woody litter,4,2,1,,CT,
HISQUE,2,0,Char,BLANK,Char,1,1,1,,CT,
HISQUE,2,0,Soft Loose Litter,BLANK,Soft loose litter,12,1,1,,CT,
HISQUE,2,0,Soft Rooted Litter,BLANK,Soft rooted litter,1,5,5,,CT,
HISQUE,2,5,ceanothus integerrimus,Ceanothus integerrimus,Shrub,4,60,55,,CT,
HISQUE,2,5,lathyrus sp,Lathyrus sp.,Dominant forb,7,13,9,,CT,
HISQUE,2,5,Bare Ground ,BLANK,Bare Ground,42,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,2,5,Rock,BLANK,Rocks,30,3,1,,CT,
HISQUE,2,5,Woody Litter,BLANK,Woody litter,3,3,2,,CT,
HISQUE,2,5,Char,BLANK,Char,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HISQUE,2,5,Soft Loose Litter,BLANK,Soft loose litter,15,0.5,0.5,,CT,
HISQUE,2,5,Soft Rooted Litter,BLANK,Soft rooted litter,10,12,8,,CT,
HISQUE,2,10,ceanothus integerrimus,Ceanothus integerrimus,Shrub,20,85,65,,CT,
HISQUE,2,10,cirsium vulgare,Cirsium vulgare,Dominant forb,6,75,40,,CT,
HISQUE,2,10,lathyrus sp,Lathyrus sp.,Dominant forb,6,9,6,,CT,
HISQUE,2,10,Bare Ground ,BLANK,Bare Ground,32,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,2,10,Rock,BLANK,Rocks,55,3,1,,CT,
HISQUE,2,10,Woody Litter,BLANK,Woody litter,1,1,1,,CT,
HISQUE,2,10,Char,BLANK,Char,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HISQUE,2,10,Soft Loose Litter,BLANK,Soft loose litter,8,1,1,,CT,
HISQUE,2,10,Soft Rooted Litter,BLANK,Soft rooted litter,4,8,5,,CT,
HISQUE,2,15,ceanothus integerrimus,Ceanothus integerrimus,Shrub,80,100,85,,CT,
HISQUE,2,15,Tree- dead,UNKNOWN,Tree,2,100,100,Pinaceae spp. (conifer)/pine,CT,
HISQUE,2,15,lathyrus sp,Lathyrus sp.,Dominant forb,15,20,10,,CT,
HISQUE,2,15,Bare Ground ,BLANK,Bare Ground,27,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,2,15,Rock,BLANK,Rocks,25,3,1,,CT,
HISQUE,2,15,Woody Litter,BLANK,Woody litter,8,1,1,,CT,
HISQUE,2,15,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1"
HISQUE,2,15,Soft Loose Litter,BLANK,Soft loose litter,30,1,1,,CT,
HISQUE,2,15,Soft Rooted Litter,BLANK,Soft rooted litter,10,20,10,,CT,
HISQUE,2,20,ceanothus integerrimus,Ceanothus integerrimus,Shrub,10,80,60,,CT,
HISQUE,2,20,Bare Ground ,BLANK,Bare Ground,33,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,2,20,Rock,BLANK,Rocks,40,2,1,,CT,
HISQUE,2,20,Woody Litter,BLANK,Woody litter,20,5,4,,CT,
HISQUE,2,20,Char,BLANK,Char,1,1,1,,CT,
HISQUE,2,20,Soft Loose Litter,BLANK,Soft loose litter,1,1,1,,CT,
HISQUE,2,20,Soft Rooted Litter,BLANK,Soft rooted litter,5,30,25,,CT,
HISQUE,2,25,ceanothus integerrimus,Ceanothus integerrimus,Shrub,35,100,65,,CT,
HISQUE,2,25,lathyrus sp,Lathyrus sp.,Dominant forb,15,13,10,,CT,
HISQUE,2,25,ceanothus prostratus,Ceanothus prostratus,Shrub,1,2,2,,CT,
HISQUE,2,25,Viola Lobata,Viola lobata,Dominant forb,3,13,11,,CT,
HISQUE,2,25,Tree- dead,UNKNOWN,Tree,40,100,100,Pinaceae spp. (conifer)/pine,CT,
HISQUE,2,25,Bare Ground ,BLANK,Bare Ground,9,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,2,25,Rock,BLANK,Rocks,15,3,1,,CT,
HISQUE,2,25,Woody Litter,BLANK,Woody litter,5,3,1,,CT,
HISQUE,2,25,Char,BLANK,Char,3,1,1,,CT,
HISQUE,2,25,Soft Loose Litter,BLANK,Soft loose litter,20,1,1,,CT,
HISQUE,2,25,Soft Rooted Litter,BLANK,Soft rooted litter,8,5,3,,CT,
HISQUE,2,30,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,43,25,20,,CT,
HISQUE,2,30,lathyrus sp,Lathyrus sp.,Dominant forb,4,27,23,,CT,
HISQUE,2,30,Bare Ground ,BLANK,Bare Ground,24,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,2,30,Rock,BLANK,Rocks,35,3,1,,CT,
HISQUE,2,30,Woody Litter,BLANK,Woody litter,30,20,15,,CT,
HISQUE,2,30,Char,BLANK,Char,1,0.5,0.5,,CT,
HISQUE,2,30,Soft Loose Litter,BLANK,Soft loose litter,10,1,1,,CT,
HISQUE,2,35,ceanothus integerrimus,Ceanothus integerrimus,Shrub,7,100,80,,CT,
HISQUE,2,35,Char,BLANK,Char,20,100,100,,CT,
HISQUE,2,35,Bare Ground ,BLANK,Bare Ground,32,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,2,35,Rock,BLANK,Rocks,8,5,2,,CT,
HISQUE,2,35,Woody Litter,BLANK,Woody litter,45,30,20,,CT,
HISQUE,2,35,Char,BLANK,Char,2,5,3,,CT,
HISQUE,2,35,Soft Loose Litter,BLANK,Soft loose litter,3,1,1,,CT,
HISQUE,2,40,ceanothus integerrimus,Ceanothus integerrimus,Shrub,5,70,50,,CT,
HISQUE,2,40,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,15,17,15,,CT,
HISQUE,2,40,Bare Ground ,BLANK,Bare Ground,38,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,2,40,Rock,BLANK,Rocks,25,6,2,,CT,
HISQUE,2,40,Woody Litter,BLANK,Woody litter,27,20,13,,CT,
HISQUE,2,40,Char,BLANK,Char,1,0.5,0.5,,CT,
HISQUE,2,40,Soft Loose Litter,BLANK,Soft loose litter,8,0.5,0.5,,CT,
HISQUE,2,40,lathyrus sp,Lathyrus sp.,Dominant forb,1,10,7,,CT,
HISQUE,2,45,ceanothus integerrimus,Ceanothus integerrimus,Shrub,30,75,50,,CT,
HISQUE,2,45,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,15,23,15,,CT,
HISQUE,2,45,Viola Lobata,Viola lobata,Dominant forb,2,11,8,,CT,
HISQUE,2,45,ceanothus prostratus,Ceanothus prostratus,Shrub,10,6,4,,CT,
HISQUE,2,45,Bare Ground ,BLANK,Bare Ground,65,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HISQUE,2,45,Rock,BLANK,Rocks,12,5,2,,CT,
HISQUE,2,45,Woody Litter,BLANK,Woody litter,3,2,1,,CT,
HISQUE,2,45,Char,BLANK,Char,1,1,1,,CT,
HISQUE,2,45,Soft Loose Litter,BLANK,Soft loose litter,9,0.5,0.5,,CT,
HISQUE,2,45,Soft Rooted Litter,BLANK,Soft rooted litter,10,15,7,,CT,
HITEDD,1,0,viola lobata,Viola lobata,Dominant forb,2,3,3,,CT,
HITEDD,1,0,ceanothus prostratus,Ceanothus prostratus,Shrub,13,3,2,,CT,
HITEDD,1,0,Apocynum andracaemifolium,Apocynum andracaemifolium,Dominant forb,13,38,20,,CT,
HITEDD,1,0,ceanothus integerrimus,Ceanothus integerrimus,Shrub,1,75,75,Avg. height based on shrub hanging from outside quadrat,CT,
HITEDD,1,0,ceanothus cordulatus,Ceanothus cordulatus,Shrub,4,34,15,,CT,
HITEDD,1,0,T1-0M-B,UNKNOWN,Dominant forb,3,30,15,missing from species key sheet,CT,
HITEDD,1,0,Soft Loose Litter,BLANK,Soft loose litter,4,1,1,,CT,"In Max_height_cm and Avg_height_cm, <1 was replaced by 1"
HITEDD,1,0,Soft Rooted Litter,BLANK,Soft rooted litter,NA,NA,NA,,CT,"In cover, Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,1,0,Woody Litter,BLANK,Woody litter,1,1,1,,CT,
HITEDD,1,0,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1"
HITEDD,1,0,Rock,BLANK,Rocks,13,6,4,,CT,
HITEDD,1,0,Bare Ground ,BLANK,Bare Ground,72,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,1,5,viola lobata,Viola lobata,Dominant forb,1,20,10,,CT,
HITEDD,1,5,ceanothus integerrimus,Ceanothus integerrimus,Shrub,20,81,50,,CT,
HITEDD,1,5,ceanothus cordulatus,Ceanothus cordulatus,Shrub,71,54,40,,CT,
HITEDD,1,5,Bare Ground ,BLANK,Bare Ground,6,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,1,5,Woody Litter,BLANK,Woody litter,3,1,1,,CT,"In Max_height_cm and Avg_height_cm, <1 was replaced by 1"
HITEDD,1,10,ceanothus cordulatus,Ceanothus cordulatus,Shrub,6,45,45,,CT,
HITEDD,1,10,Woody Litter,BLANK,Woody litter,1,NA,NA,,CT,"In cover, T was replaced by 1. In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,1,10,Rock,BLANK,Rocks,10,11,7,,CT,
HITEDD,1,10,Bare Ground ,BLANK,Bare Ground,90,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,1,15,viola lobata,Viola lobata,Dominant forb,3,25,10,,CT,
HITEDD,1,15,ceanothus cordulatus,Ceanothus cordulatus,Shrub,24,29,20,,CT,
HITEDD,1,15,Soft Loose Litter,BLANK,Soft loose litter,4,1,1,,CT,"In Max_height_cm and Avg_height_cm, <1 was replaced by 1"
HITEDD,1,15,Bare Ground ,BLANK,Bare Ground,1,NA,NA,,CT,"In cover, T was replaced by 1. In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,1,15,Rock,BLANK,Rocks,69,12,6,,CT,
HITEDD,1,20,T1-20m-A (manzanita?),UNKNOWN,Shrub,1,20,20,missing from species key sheet,CT,
HITEDD,1,20,ceanothus cordulatus,Ceanothus cordulatus,Shrub,33,35,30,,CT,
HITEDD,1,20,Rock,BLANK,Rocks,12,5,3,,CT,
HITEDD,1,20,Bare Ground ,BLANK,Bare Ground,88,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,1,25,ceanothus cordulatus,Ceanothus cordulatus,Shrub,50,35,20,,CT,
HITEDD,1,25,Rock,BLANK,Rocks,12,4,3,,CT,
HITEDD,1,25,Bare Ground ,BLANK,Bare Ground,66,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,1,25,Soft Rooted Litter,BLANK,Soft rooted litter,4,85,85,,CT,
HITEDD,1,25,Soft Loose Litter,BLANK,Soft loose litter,16,1,1,,CT,
HITEDD,1,25,Char,BLANK,Char,2,1,1,,CT,
HITEDD,1,30,viola lobata,Viola lobata,Dominant forb,2,7,5,,CT,
HITEDD,1,30,Apocynum andracaemifolium,Apocynum andracaemifolium,Dominant forb,1,49,20,,CT,
HITEDD,1,30,ceanothus cordulatus,Ceanothus cordulatus,Shrub,16,34,20,,CT,
HITEDD,1,30,Char,BLANK,Char,3,1,1,,CT,
HITEDD,1,30,Soft Loose Litter,BLANK,Soft loose litter,11,1,1,,CT,
HITEDD,1,30,Rock,BLANK,Rocks,20,8,5,,CT,
HITEDD,1,30,Bare Ground ,BLANK,Bare Ground,66,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,1,35,viola lobata,Viola lobata,Dominant forb,2,7,5,,CT,
HITEDD,1,35,ceanothus prostratus,Ceanothus prostratus,Shrub,1,1,1,,CT,"In cover, T was replaced by 1"
HITEDD,1,35,ceanothus cordulatus,Ceanothus cordulatus,Shrub,50,23,15,,CT,
HITEDD,1,35,Apocynum andracaemifolium,Apocynum andracaemifolium,Dominant forb,10,27,20,,CT,
HITEDD,1,35,Woody Litter,BLANK,Woody litter,1,2,2,,CT,
HITEDD,1,35,Bare Ground ,BLANK,Bare Ground,79,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,1,35,Rock,BLANK,Rocks,20,13,6,,CT,
HITEDD,1,40,Soft Rooted Litter,BLANK,Soft rooted litter,30,4,3,,CT,
HITEDD,1,40,Char,BLANK,Char,8,1,1,,CT,
HITEDD,1,40,Rock,BLANK,Rocks,10,15,7,,CT,
HITEDD,1,40,Woody Litter,BLANK,Woody litter,1,1,1,,CT,"In cover, T was replaced by 1"
HITEDD,1,40,Bare Ground ,BLANK,Bare Ground,52,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,1,45,Ribes sp.,Ribes sp.,Shrub,7,30,20,,CT,
HITEDD,1,45,ceanothus cordulatus,Ceanothus cordulatus,Shrub,24,27,20,,CT,
HITEDD,1,45,Apocynum andracaemifolium,Apocynum andracaemifolium,Dominant forb,2,17,17,,CT,
HITEDD,1,45,ceanothus prostratus,Ceanothus prostratus,Shrub,6,8,2,,CT,
HITEDD,1,45,T1-45-E,UNKNOWN,Dominant forb,1,10,10,missing from species key sheet,CT,"In cover, T was replaced by 1"
HITEDD,1,45,Char,BLANK,Char,10,20,10,,CT,
HITEDD,1,45,Woody Litter,BLANK,Woody litter,1,1,1,,CT,"In cover, T was replaced by 1"
HITEDD,1,45,Rock,BLANK,Rocks,6,7,4,,CT,
HITEDD,1,45,Bare Ground ,BLANK,Bare Ground,84,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,2,0,viola lobata,Viola lobata,Dominant forb,1,10,7,,CT,
HITEDD,2,0,ceanothus cordulatus,Ceanothus cordulatus,Shrub,75,45,35,,CT,
HITEDD,2,0,T2-0m-A,UNKNOWN,Dominant forb,1,8,8,UNKNOWN,CT,"In cover, T was replaced by 1"
HITEDD,2,0,drymocallis glandulosa,Drymocallis glandulosa,Dominant forb,1,54,54,,CT,
HITEDD,2,0,Ribes,Ribes sp.,Shrub,5,18,15,,CT,
HITEDD,2,0,Bare Ground ,BLANK,Bare Ground,74,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,2,0,Woody Litter,BLANK,Woody litter,1,1,1,,CT,
HITEDD,2,0,Rock,BLANK,Rocks,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HITEDD,2,0,Soft Loose Litter,BLANK,Soft loose litter,25,0.5,0.5,,CT,
HITEDD,2,5,viola lobata,Viola lobata,Dominant forb,2,11,8,,CT,
HITEDD,2,5,Ribes,Ribes sp.,Shrub,6,10,10,,CT,
HITEDD,2,5,ceanothus integerrimus,Ceanothus integerrimus,Shrub,2,26,20,,CT,
HITEDD,2,5,ceanothus cordulatus,Ceanothus cordulatus,Shrub,75,25,20,,CT,
HITEDD,2,5,Apocynum andracaemifolium,Apocynum andracaemifolium,Dominant forb,1,11,11,,CT,"In cover, T was replaced by 1"
HITEDD,2,5,Bare Ground ,BLANK,Bare Ground,84,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,2,5,Woody Litter,BLANK,Woody litter,3,2,1,,CT,
HITEDD,2,5,Rock,BLANK,Rocks,1,6,2,,CT,
